primary_id	genus	species	sex	location	sublocation	clade
cichlid7050645	Mylochromis	subocularis	NA	Southeast_arm	Palm_beach	Benthic
cichlid7050646	Mylochromis	subocularis	NA	Southeast_arm	Palm_beach	Benthic
cichlid7050647	Mylochromis	subocularis	NA	Southeast_arm	Palm_beach	Benthic
cichlid7050648	Mylochromis	subocularis	NA	Southeast_arm	Palm_beach	Benthic
cichlid7050649	Mylochromis	subocularis	NA	Southeast_arm	Palm_beach	Benthic
cichlid7050650	Mylochromis	subocularis	NA	Southeast_arm	Palm_beach	Benthic
cichlid7050651	Mylochromis	subocularis	NA	Southeast_arm	Palm_beach	Benthic
cichlid7050653	Otopharynx	tetrastigma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050654	Otopharynx	tetrastigma	NA	Southeast_arm	Palm_beach	Benthic
cichlid7050655	Lethrinops	lethrinus	M	Southeast_arm	Palm_beach	Deep
cichlid7050656	Stigmatochromis	c.f. woodi	NA	Southeast_arm	Palm_beach	Benthic
cichlid7050657	Stigmatochromis	c.f. woodi	NA	Southeast_arm	Palm_beach	Benthic
cichlid6779907	Copadichromis	chrysonotus	NA	Southeast_arm	Palm_Beach	Utaka
cichlid6779908	Copadichromis	chrysonotus	NA	Southeast_arm	Palm_Beach	Utaka
cichlid6779909	Copadichromis	chrysonotus	NA	Southeast_arm	Palm_Beach	Utaka
cichlid6779910	Copadichromis	chrysonotus	NA	Southeast_arm	Palm_Beach	Utaka
cichlid6779911	Copadichromis	chrysonotus	NA	Southeast_arm	Palm_Beach	Utaka
cichlid6779912	Copadichromis	chrysonotus	NA	Southeast_arm	Palm_Beach	Utaka
cichlid7050660	Pseudotropheus	lanisticola	M	Southeast_arm	Palm_beach	Mbuna
cichlid7050661	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050662	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050663	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050664	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050665	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050666	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050667	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050668	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050669	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050670	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050671	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050672	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050673	Otopharynx	argyrosoma	M	Southeast_arm	Palm_beach	Benthic
cichlid7050674	Lethrinops	lethrinus	M	Southeast_arm	Palm_beach	Deep
cichlid7050675	Lethrinops	lethrinus	F	Southeast_arm	Palm_beach	Deep
cichlid7050676	Lethrinops	lethrinus	M	Southeast_arm	Palm_beach	Deep
cichlid6779913	Copadichromis	chrysonotus	M	Lake_Malombe	Chimwala	Utaka
cichlid6779914	Copadichromis	chrysonotus	M	Lake_Malombe	Chimwala	Utaka
cichlid6779915	Copadichromis	chrysonotus	M	Lake_Malombe	Chimwala	Utaka
cichlid6779916	Copadichromis	chrysonotus	M	Lake_Malombe	Chimwala	Utaka
cichlid6779917	Copadichromis	chrysonotus	M	Lake_Malombe	Chimwala	Utaka
cichlid6779918	Copadichromis	chrysonotus	M	Lake_Malombe	Chimwala	Utaka
cichlid7050677	Copadichromis	virginalis	M	Malombe	Chimwala	Utaka
cichlid7050678	Copadichromis	chrysonotus	F	Malombe	Chimwala	Utaka
cichlid7050679	Copadichromis	chrysonotus	F	Malombe	Chimwala	Utaka
cichlid7050680	Copadichromis	chrysonotus	F	Malombe	Chimwala	Utaka
cichlid7050681	Copadichromis	chrysonotus	NA	Malombe	Chimwala	Utaka
cichlid7050682	Copadichromis	chrysonotus	F	Malombe	Chimwala	Utaka
cichlid7050683	Copadichromis	chrysonotus	NA	Malombe	Chimwala	Utaka
cichlid7050684	Copadichromis	chrysonotus	F	Malombe	Chimwala	Utaka
cichlid7050685	Copadichromis	chrysonotus	NA	Malombe	Chimwala	Utaka
cichlid7050686	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050687	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050688	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050689	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050690	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050691	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050692	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050693	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050694	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050695	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050696	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050697	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050699	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050700	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050701	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050702	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050703	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050704	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050705	Otopharynx	argyrosoma	M	Malombe	Chimwala	Benthic
cichlid7050706	Fossorochromis	rostratus	M	Malombe	Chimwala	Benthic
cichlid7050707	Fossorochromis	rostratus	M	Malombe	Chimwala	Benthic
cichlid7050708	Fossorochromis	rostratus	M	Malombe	Chimwala	Benthic
cichlid7050709	Fossorochromis	rostratus	M	Malombe	Chimwala	Benthic
cichlid7020294	Fossorochromis	rostratus	M	Malombe	Chimwala	Benthic
cichlid7020295	Fossorochromis	rostratus	M	Malombe	Chimwala	Benthic
cichlid7020296	Fossorochromis	rostratus	F	Malombe	Chimwala	Benthic
cichlid7020297	Fossorochromis	rostratus	NA	Malombe	Chimwala	Benthic
cichlid7020298	Fossorochromis	rostratus	NA	Malombe	Chimwala	Benthic
cichlid7020299	Fossorochromis	rostratus	NA	Malombe	Chimwala	Benthic
cichlid7020300	Fossorochromis	rostratus	NA	Malombe	Chimwala	Benthic
cichlid7020301	Fossorochromis	rostratus	NA	Malombe	Chimwala	Benthic
cichlid7020302	Otopharynx	tetrastigma	M	Malombe	Chimwala	Benthic
cichlid7020303	Otopharynx	tetrastigma	M	Malombe	Chimwala	Benthic
cichlid7020304	Protomelas	c.f. similis	M	Malombe	Chimwala	Benthic
cichlid7020305	Astatotilapia	calliptera	M	Malombe	Chimwala	AstCal
cichlid7020306	Astatotilapia	calliptera	M	Malombe	Chimwala	AstCal
cichlid7020307	Astatotilapia	calliptera	M	Malombe	Chimwala	AstCal
cichlid7020308	Astatotilapia	calliptera	M	Malombe	Chimwala	AstCal
cichlid7020309	Astatotilapia	calliptera	M	Malombe	Chimwala	AstCal
cichlid7020310	Tramitichromis	red throat	M	Southeast_arm	Palm_beach	Deep
cichlid7020312	Fossorochromis	rostratus	F	Southeast_arm	Palm_beach	Benthic
cichlid7020313	Fossorochromis	rostratus	F	Southeast_arm	Palm_beach	Benthic
cichlid7020314	Fossorochromis	rostratus	M	Southeast_arm	Palm_beach	Benthic
cichlid7020315	Stigmatochromis	woodi	NA	Southeast_arm	Palm_beach	Benthic
cichlid7020316	Lethrinops	lethrinus	M	Southeast_arm	Palm_beach	Deep
cichlid7020317	Lethrinops	lethrinus	M	Southeast_arm	Palm_beach	Deep
cichlid7020318	Lethrinops	lethrinus	M	Southeast_arm	Palm_beach	Deep
cichlid7020319	Lethrinops	lethrinus	NA	Southeast_arm	Palm_beach	Deep
cichlid7020320	Lethrinops	lethrinus	NA	Southeast_arm	Palm_beach	Deep
cichlid7020321	Lethrinops	sp.	M	Southeast_arm	Palm_beach	Deep
cichlid7020323	Otopharynx	deep	M	Southeast_arm	Malo	Benthic
cichlid7020324	Pseudotropheus	sp.	M	Southeast_arm	Malo	Mbuna
cichlid6779919	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779920	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779921	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779922	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779923	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779924	Copadichromis	virginalis	F	Lake_Malombe	NA	Utaka
cichlid6779925	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779926	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779927	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779928	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779929	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779930	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779931	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779932	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779933	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779934	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779935	Copadichromis	virginalis	M	Lake_Malombe	NA	Utaka
cichlid6779936	Copadichromis	chrysonotus	F	Lake_Malombe	NA	Utaka
cichlid6779937	Copadichromis	chrysonotus	M	Lake_Malombe	NA	Utaka
cichlid6779938	Copadichromis	chrysonotus	M	Lake_Malombe	NA	Utaka
cichlid6779939	Copadichromis	chrysonotus	M	Lake_Malombe	NA	Utaka
cichlid6779941	Copadichromis	chrysonotus	M	Lake_Malombe	NA	Utaka
cichlid6779942	Copadichromis	chrysonotus	M	Lake_Malombe	NA	Utaka
cichlid7020325	Copadichromis	virginalis	M	Malombe	NA	Utaka
cichlid7020326	Copadichromis	virginalis	M	Malombe	NA	Utaka
cichlid7020327	Copadichromis	virginalis	M	Malombe	NA	Utaka
cichlid7020328	Copadichromis	virginalis	M	Malombe	NA	Utaka
cichlid7020329	Copadichromis	virginalis	M	Malombe	NA	Utaka
cichlid7020330	Copadichromis	virginalis	M	Malombe	NA	Utaka
cichlid7020331	Copadichromis	virginalis	M	Malombe	NA	Utaka
cichlid6779943	Copadichromis	virginalis	F	Lake_Malombe	NA	Utaka
cichlid7020332	Otopharynx	tetrastigma	M	Malombe	NA	Benthic
cichlid6779946	Copadichromis	chrysonotus	F	Lake_Malombe	NA	Utaka
cichlid6779947	Copadichromis	chrysonotus	F	Lake_Malombe	NA	Utaka
cichlid6779948	Copadichromis	chrysonotus	F	Lake_Malombe	NA	Utaka
cichlid6779949	Copadichromis	chrysonotus	F	Lake_Malombe	NA	Utaka
cichlid6779950	Copadichromis	chrysonotus	F	Lake_Malombe	NA	Utaka
cichlid6779951	Copadichromis	chrysonotus	F	Lake_Malombe	NA	Utaka
cichlid6779952	Copadichromis	chrysonotus	F	Lake_Malombe	NA	Utaka
cichlid6779953	Copadichromis	chrysonotus	F	Lake_Malombe	NA	Utaka
cichlid6779954	Copadichromis	chrysonotus	F	Lake_Malombe	NA	Utaka
cichlid6779955	Copadichromis	chrysonotus	F	Lake_Malombe	NA	Utaka
cichlid6779956	Copadichromis	chrysonotus	F	Lake_Malombe	NA	Utaka
cichlid6779957	Copadichromis	virginalis	F	Lake_Malombe	NA	Utaka
cichlid6779958	Copadichromis	virginalis	F	Lake_Malombe	NA	Utaka
cichlid6779959	Copadichromis	virginalis	F	Lake_Malombe	NA	Utaka
cichlid6779961	Copadichromis	virginalis	F	Lake_Malombe	NA	Utaka
cichlid7020333	Tramitichromis	intermedius	M	Southwest_arm	Malembo	Deep
cichlid6779962	Copadichromis	chrysonotus	M	Southwest_arm	Malembo	Utaka
cichlid6779963	Copadichromis	chrysonotus	M	Southwest_arm	Malembo	Utaka
cichlid6779965	Copadichromis	chrysonotus	M	Southwest_arm	Malembo	Utaka
cichlid6779966	Copadichromis	chrysonotus	M	Southwest_arm	Malembo	Utaka
cichlid6779967	Copadichromis	chrysonotus	M	Southwest_arm	Malembo	Utaka
cichlid6779968	Copadichromis	chrysonotus	F	Southwest_arm	Malembo	Utaka
cichlid6779969	Copadichromis	chrysonotus	F	Southwest_arm	Malembo	Utaka
cichlid6779970	Copadichromis	chrysonotus	F	Southwest_arm	Malembo	Utaka
cichlid6779971	Copadichromis	chrysonotus	F	Southwest_arm	Malembo	Utaka
cichlid6779972	Copadichromis	chrysonotus	F	Southwest_arm	Malembo	Utaka
cichlid7020334	Pseudotropheus	livingstonii	NA	Malombe	NA	Mbuna
cichlid6978772	Copadichromis	trimaculatus	NA	Southwest_arm	Msaka	Utaka
cichlid7020335	Copadichromis	orange and no spot	NA	Southwest_arm	Msaka	Utaka
cichlid7020336	Stigmatochromis	sp.	NA	Southwest_arm	Msaka	Benthic
cichlid6779973	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779974	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779975	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779976	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779977	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779978	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779979	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779980	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779981	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid7020337	Placidochromis	platyrhynchos	M	Southwest_arm	Msaka	Benthic
cichlid7020338	Placidochromis	flat jaw	M	Southwest_arm	Msaka	Benthic
cichlid6978785	Copadichromis	jacksoni	F	Cape_Maclear	Thumbi_West	Utaka
cichlid7020340	Astatotilapia	calliptera	NA	Southwest_arm	Msaka	AstCal
cichlid7020341	Astatotilapia	calliptera	NA	Southwest_arm	Msaka	AstCal
cichlid7020342	Astatotilapia	calliptera	NA	Southwest_arm	Msaka	AstCal
cichlid6779982	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779983	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779984	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779985	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779986	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779987	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779988	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779989	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6779990	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid7020343	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid7020344	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid7020345	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020346	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020347	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020348	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020349	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020350	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020351	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020352	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020353	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020354	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020355	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020356	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020357	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020358	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020359	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020360	Diplotaxodon	limnothrissa	NA	Southwest_arm	Msaka	Diplo
cichlid7020361	Tropheops	red cheek	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid7020362	Labeotropheus	trewavasae	F	Cape_Maclear	Thumbi_West	Mbuna
cichlid7020363	Tropheops	tropheops	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid7020364	Aulonocara	stuartgranti	NA	Cape_Maclear	Thumbi_West	Deep
cichlid7020365	Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West	Utaka
cichlid7020366	Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West	Utaka
cichlid7020367	Mylochromis	c.f. subocularis	NA	Cape_Maclear	Thumbi_West	Benthic
cichlid7020368	Protomelas	c.f. fenestratus	NA	Cape_Maclear	Thumbi_West	Benthic
cichlid7020371	Mylochromis	subocularis	NA	Cape_Maclear	Thumbi_West	Benthic
cichlid6978982	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid7020376	Copadichromis	virginalis	M	Southwest_arm	Malembo	Utaka
cichlid6779991	Copadichromis	chrysonotus	M	Southwest_arm	Malembo	Utaka
cichlid6779992	Copadichromis	chrysonotus	M	Southwest_arm	Malembo	Utaka
cichlid6779993	Copadichromis	chrysonotus	M	Southwest_arm	Malembo	Utaka
cichlid6779994	Copadichromis	chrysonotus	M	Southwest_arm	Malembo	Utaka
cichlid6779995	Copadichromis	chrysonotus	M	Southwest_arm	Malembo	Utaka
cichlid6779996	Copadichromis	chrysonotus	M	Southwest_arm	Malembo	Utaka
cichlid7020378	Stigmatochromis	woodi	M	Southwest_arm	Malembo	Benthic
cichlid7020379	Stigmatochromis	woodi	M	Southwest_arm	Malembo	Benthic
cichlid7020380	Trematocranus	placodon	M	Southwest_arm	Malembo	Benthic
cichlid7020381	Lethrinops	sp.	M	Southwest_arm	Malembo	Deep
cichlid7020382	Fossorochromis	rostratus	NA	Southwest_arm	Malembo	Benthic
cichlid6779997	Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West	Utaka
cichlid6779998	Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West	Utaka
cichlid6779999	Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West	Utaka
cichlid6780000	Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West	Utaka
cichlid6780001	Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West	Utaka
cichlid6780002	Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West	Utaka
cichlid6780003	Copadichromis	chrysonotus	F	Cape_Maclear	Thumbi_West	Utaka
cichlid7020383	Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West	Utaka
cichlid7020384	Copadichromis	chrysonotus	F	Cape_Maclear	Thumbi_West	Utaka
cichlid7020386	Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West	Utaka
cichlid7020387	Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West	Utaka
cichlid7020388	Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West	Utaka
cichlid7050711	Lethrinops	gossei	NA	Chinyankwazi	NA	Deep
cichlid7050712	Diplotaxodon	c.f. argenteus	NA	Chinyankwazi	NA	Diplo
cichlid7050713	Tropheops	gracilior	M	Cape_Maclear	Otter_point	Mbuna
cichlid7050714	Tropheops	gracilior	M	Cape_Maclear	Otter_point	Mbuna
cichlid7050715	Tropheops	gracilior	F	Cape_Maclear	Otter_point	Mbuna
cichlid7050716	Tropheops	microstoma	M	Cape_Maclear	Otter_point	Mbuna
cichlid7050717	Tropheops	microstoma	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979055	Cynotilapia	afra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979056	Cynotilapia	afra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979057	Cynotilapia	afra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979058	Cynotilapia	afra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979059	Cynotilapia	afra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979060	Cynotilapia	afra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979061	Cynotilapia	afra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979062	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979063	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979064	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979065	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979066	Maylandia	zebra	F	Cape_Maclear	Otter_point	Mbuna
cichlid6979067	Maylandia	zebra	F	Cape_Maclear	Otter_point	Mbuna
cichlid6979068	Maylandia	zebra	F	Cape_Maclear	Otter_point	Mbuna
cichlid6979069	Maylandia	zebra	F	Cape_Maclear	Otter_point	Mbuna
cichlid6979070	Maylandia	zebra	M?	Cape_Maclear	Otter_point	Mbuna
cichlid6979071	Maylandia	zebra	F	Cape_Maclear	Otter_point	Mbuna
cichlid6979072	Maylandia	zebra	F	Cape_Maclear	Otter_point	Mbuna
cichlid6979073	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979074	Maylandia	zebra	F	Cape_Maclear	Otter_point	Mbuna
cichlid6979075	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979076	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979077	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979151	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979152	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979153	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979154	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979155	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979156	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979157	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979158	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979159	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979160	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979161	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979162	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979163	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979164	Maylandia	zebra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979165	Cynotilapia	afra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979166	Cynotilapia	afra	M	Cape_Maclear	Otter_point	Mbuna
cichlid6979167	Cynotilapia	afra	M	Cape_Maclear	Otter_point	Mbuna
cichlid7050718	Tropheops	c.f. "gold otter"	NA	Cape_Maclear	Otter_point	Mbuna
cichlid7050719	Tropheops	c.f. "gold otter"	NA	Cape_Maclear	Otter_point	Mbuna
cichlid7050720	Otopharynx	heterodon Nanthumba	NA	Cape_Maclear	Thumbi_West	Benthic
cichlid7050721	Otopharynx	heterodon Nanthumba	NA	Cape_Maclear	Thumbi_West	Benthic
cichlid6979168	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979169	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979170	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979171	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979172	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979173	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979174	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979175	Maylandia	zebra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979176	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979177	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979178	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979179	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979180	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979181	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979182	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979183	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979184	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979185	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979186	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979187	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979188	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979189	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979190	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979191	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979192	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979193	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979194	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979195	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979196	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979197	Cynotilapia	afra	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979198	Maylandia	zebra	M	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979199	Maylandia	zebra	M	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979200	Maylandia	zebra	M	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979201	Maylandia	zebra	M	Cape_Maclear	Thumbi_West	Mbuna
cichlid6979202	Maylandia	zebra	M	Cape_Maclear	Thumbi_West	Mbuna
cichlid7050722	Tropheops	tropheops	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid7050723	Tropheops	tropheops	NA	Cape_Maclear	Thumbi_West	Mbuna
cichlid6780004	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6780005	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6780006	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
cichlid6780007	Copadichromis	virginalis	M	Southwest_arm	Msaka	Utaka
