primary_id	genus	species	sex	location	sublocation	clade
cichl187580483	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169482	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608048	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169453	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580484	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169454	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608045	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169443	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169460	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169448	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608043	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580485	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608046	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169462	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169449	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169469	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169437	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169438	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608044	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608029	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608028	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169458	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580486	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169459	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608033	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580487	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169439	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389720	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580488	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608039	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608035	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389756	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169491	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169493	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580489	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580490	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608058	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580491	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608054	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580492	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169471	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608056	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608057	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608053	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389758	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608055	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169470	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169489	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580493	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580494	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580495	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580496	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608062	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608066	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580497	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580498	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608065	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580499	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608063	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580500	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169441	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6607986	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6607983	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580501	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608034	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580502	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608030	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169442	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580503	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608025	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169494	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169492	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580504	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580505	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608060	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608059	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580506	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580507	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169472	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169473	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608067	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580508	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608069	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580509	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580510	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608064	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608071	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580511	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608049	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608061	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580512	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580513	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608041	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608037	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169445	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169446	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608032	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389721	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169461	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608027	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580514	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608070	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580515	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608068	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580516	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169474	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169475	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580517	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580518	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6169444	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580519	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580520	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608002	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608001	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608047	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169465	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389759	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169450	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580521	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6607994	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608050	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580522	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580523	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608000	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389760	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580524	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389761	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169468	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580525	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608051	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580526	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6607997	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580527	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389762	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169487	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169495	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169485	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6169486	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389745	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389747	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580528	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389751	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580529	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389739	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389748	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389740	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608007	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389744	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608008	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580530	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580531	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389749	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608014	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608017	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580532	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580533	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389743	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389750	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608011	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389742	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389753	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580534	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608022	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608006	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608009	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389738	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608004	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580535	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580536	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580537	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389729	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389728	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389752	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389754	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389746	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389741	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580538	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389737	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389755	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580539	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389730	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608042	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389734	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389736	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6607999	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389732	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389725	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389731	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580540	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389724	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6607992	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389727	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389733	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608036	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389723	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6607984	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580541	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389726	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6389722	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6607982	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580542	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6389735	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6607998	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580543	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580544	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6607995	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6607985	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580545	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580546	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580547	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580548	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608018	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580549	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608019	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608010	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580550	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580551	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608013	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608016	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580552	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580553	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608012	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608020	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608026	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608021	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608024	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580554	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608023	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580555	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580556	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6608015	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608038	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580557	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580558	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580559	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6607987	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6608040	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580560	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6607996	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
CMASS6607993	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580561	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580562	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580563	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichl187580564	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
CMASS6607989	Astatotilapia	calliptera	NA	Lake_Masoko	NA	AstCal
cichl187580565	Astatotilapia	calliptera	M	Lake_Masoko	NA	AstCal
cichlid7050801	Rhamphochromis	Chilingali	NA	NA	NA	Rhampho
cichlid7050802	Rhamphochromis	Chilingali	NA	NA	NA	Rhampho
cichlid7050803	Rhamphochromis	Chilingali	NA	NA	NA	Rhampho
ILBCDS6101034	Astatotilapia	calliptera	NA	Itupi_river	Lower_Itupi	AstCal
ILBCDS6101035	Astatotilapia	calliptera	NA	Itupi_river	Lower_Itupi	AstCal
ILBCDS6101036	Astatotilapia	calliptera	NA	Itupi_river	Lower_Itupi	AstCal
ILBCDS6101037	Astatotilapia	calliptera	NA	Itupi_river	Upper_Itupi	AstCal
ILBCDS5879562	Diplotaxodon	limnothrissa	M	Southeast_arm	NA	Diplo
ILBCDS5438966	Lethrinops	lethrinus	M	Mazinzi_reef	NA	Deep
ILBCDS5438965	Lethrinops	lethrinus	F	Mazinzi_reef	NA	Deep
ILBCDS5438967	Lethrinops	lethrinus	NA	Mazinzi_reef	NA	Deep
ILBCDS5438981_LLO	Lethrinops	lethrinus	NA	Mazinzi_reef	NA	Deep
ILBCDS5879518	Mylochromis	anaphyrmus	NA	NA	NA	Benthic
ILBCDS5879519	Mylochromis	anaphyrmus	NA	NA	NA	Benthic
ILBCDS5879520	Mylochromis	anaphyrmus	NA	NA	NA	Benthic
ILBCDS5879521	Mylochromis	anaphyrmus	NA	NA	NA	Benthic
ILBCDS5879903	Astatotilapia	calliptera	NA	North_Rukuru_river	NA	AstCal
ILBCDS5879522	Otopharynx	speciosus	NA	NA	NA	Benthic
ILBCDS5879523	Otopharynx	speciosus	NA	NA	NA	Benthic
ILBCDS5879542	Protomelas	ornatus	NA	NA	NA	Benthic
ILBCDS5879543	Protomelas	ornatus	NA	NA	NA	Benthic
ILBCDS5879545	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge	Benthic
ILBCDS5879546	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge	Benthic
ILBCDS5879547	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge	Benthic
ILBCDS5879548	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge	Benthic
ILBCDS5879589	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge	Benthic
ILBCDS5879590	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge	Benthic
ILBCDS5879591	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge	Benthic
ILBCDS5879592	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge	Benthic
ILBCDS5879904	Astatotilapia	calliptera	NA	Songwe_river	NA	AstCal
ILBCDS5879905	Astatotilapia	calliptera	NA	South_Rukuru_river	NA	AstCal
ILBCDS5879535	Trematocranus	placodon	NA	NA	NA	Benthic
ILBCDS5879536	Trematocranus	placodon	NA	NA	NA	Benthic
ILBCDS5879537	Trematocranus	placodon	NA	NA	NA	Benthic
ILBCDS5879538	Trematocranus	placodon	NA	NA	NA	Benthic
