primary_id	simple_id	supplier_id	seq_depth	subset	clade	exclude	genus	species	sex	location	sublocation	notes	source	
cichlid6779917	CopChr30	D18-F07	18.8	1	Utaka		Copadichromis	chrysonotus	M	Lake_Malombe	Chimwala			
cichlid6779918	CopChr31	D18-F08	16.9	1	Utaka		Copadichromis	chrysonotus	M	Lake_Malombe	Chimwala			
cichlid6779919	CopVir70	D20-E06	17.9	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779920	CopVir71	D20-E07	16.7	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779921	CopVir72	D20-E08	15.4	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779922	CopVir73	D20-E09	16.1	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779923	CopVir74	D20-E10	15.2	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779924	CopVir75	D20-F01	15.8	1	Utaka		Copadichromis	virginalis	F	Lake_Malombe				
cichlid6779925	CopVir76	D20-F02	15.9	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779926	CopVir77	D20-F03	17.3	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779927	CopVir78	D20-F04	16.3	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779928	CopVir79	D20-F05	14.5	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779929	CopVir80	D20-F06	13.9	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779930	CopVir81	D20-F07	16.1	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779931	CopVir82	D20-F08	14.6	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779932	CopVir83	D20-F09	16.3	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779933	CopVir84	D20-F10	16.9	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779934	CopVir85	D20-G01	17.3	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779935	CopVir86	D20-G02	18.2	1	Utaka		Copadichromis	virginalis	M	Lake_Malombe				
cichlid6779936	CopChr40	D20-H06	17.2	1	Utaka		Copadichromis	chrysonotus	F	Lake_Malombe				
cichlid6779937	CopChr41	D20-H07	16.1	1	Utaka		Copadichromis	chrysonotus	M	Lake_Malombe				
cichlid6779938	CopChr42	D20-H08	18.6	1	Utaka		Copadichromis	chrysonotus	M	Lake_Malombe				
cichlid6779939	CopChr43	D20-H09	14.9	1	Utaka		Copadichromis	chrysonotus	M	Lake_Malombe				
cichlid6779941	CopChr85	D20-I01	15.2	1	Utaka		Copadichromis	chrysonotus	M	Lake_Malombe				
cichlid6779942	CopChr86	D20-I02	19.8	1	Utaka		Copadichromis	chrysonotus	M	Lake_Malombe				
cichlid6779943	CopVir94	D20-J04	16.4	1	Utaka		Copadichromis	virginalis	F	Lake_Malombe				
cichlid6779944	CopVir95		16.9			err	Copadichromis	virginalis	F	Lake_Malombe		clearly from sequence cichlid6779944  and cichlid6779945 are the same fish - we don't know whether they are D20-J05 or D20-J06 but same location		
cichlid6779945	CopVir95		20.5			err	Copadichromis	virginalis	F	Lake_Malombe		"clearly from sequence cichlid6779944  and cichlid6779945 are the same fish - we don't know whether they are D20-J05 or D20-J06 but same species, sex, location"		
cichlid6779946	CopChr44	D21-B06	16.9	1	Utaka		Copadichromis	chrysonotus	F	Lake_Malombe		confirmed F		
cichlid6779947	CopChr45	D21-B08	18.2	1	Utaka		Copadichromis	chrysonotus	F	Lake_Malombe		confirmed F		
cichlid6779948	CopChr46	D21-B10	15.9	1	Utaka		Copadichromis	chrysonotus	F	Lake_Malombe		confirmed F		
cichlid6779949	CopChr47	D21-C01	16.2	1	Utaka		Copadichromis	chrysonotus	F	Lake_Malombe		confirmed F		
cichlid6779950	CopChr48	D21-C03	16.8	1	Utaka		Copadichromis	chrysonotus	F	Lake_Malombe		confirmed F		
cichlid6779951	CopChr49	D21-C04	16.2	1	Utaka		Copadichromis	chrysonotus	F	Lake_Malombe		confirmed F		
cichlid6779952	CopChr50	D21-C05	16.3	1	Utaka		Copadichromis	chrysonotus	F	Lake_Malombe		confirmed F		
cichlid6779953	CopChr51	D21-C06	15.8	1	Utaka		Copadichromis	chrysonotus	F	Lake_Malombe		confirmed F		
cichlid6779954	CopChr52	D21-C08	16.7	1	Utaka		Copadichromis	chrysonotus	F	Lake_Malombe		confirmed F		
cichlid6779955	CopChr53	D21-C09	13.7	1	Utaka		Copadichromis	chrysonotus	F	Lake_Malombe		confirmed F		
cichlid6779956	CopChr54	D21-C10	16.5	1	Utaka		Copadichromis	chrysonotus	F	Lake_Malombe		confirmed F		
cichlid6779957	CopVir97	D21-E01	17.1	1	Utaka		Copadichromis	virginalis	F	Lake_Malombe				
cichlid6779958	CopVir98	D21-E02	18.8	1	Utaka		Copadichromis	virginalis	F	Lake_Malombe				
cichlid6779959	CopVir99	D21-E03	18.1	1	Utaka		Copadichromis	virginalis	F	Lake_Malombe				
cichlid6779961	CopVir100	D21-E05	17.2	1	Utaka		Copadichromis	virginalis	F	Lake_Malombe				
cichlid6779962	CopChr55	D21-F04	17.2	1	Utaka		Copadichromis	chrysonotus	M	Southwest_arm	Malembo			
cichlid6779963	CopChr56	D21-F05	20.4	1	Utaka		Copadichromis	chrysonotus	M	Southwest_arm	Malembo			
cichlid6779965	CopChr57	D21-F07	18.6	1	Utaka		Copadichromis	chrysonotus	M	Southwest_arm	Malembo			
cichlid6779966	CopChr58	D21-F08	19.0	1	Utaka		Copadichromis	chrysonotus	M	Southwest_arm	Malembo			
cichlid6779967	CopChr59	D21-F09	20.3	1	Utaka		Copadichromis	chrysonotus	M	Southwest_arm	Malembo			
cichlid6779968	CopChr60	D21-G07	20.9	1	Utaka		Copadichromis	chrysonotus	F	Southwest_arm	Malembo			
cichlid6779969	CopChr61	D21-G08	20.0	1	Utaka		Copadichromis	chrysonotus	F	Southwest_arm	Malembo			
cichlid6779970	CopChr62	D21-G09	19.4	1	Utaka		Copadichromis	chrysonotus	F	Southwest_arm	Malembo			
cichlid6779971	CopChr63	D21-G10	14.2	1	Utaka		Copadichromis	chrysonotus	F	Southwest_arm	Malembo			
cichlid6779972	CopChr64	D21-H01	15.4	1	Utaka		Copadichromis	chrysonotus	F	Southwest_arm	Malembo			
cichlid6779973	CopVir101	D22-A10	17.6	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779974	CopVir102	D22-B01	16.7	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779975	CopVir103	D22-B02	17.6	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779976	CopVir104	D22-B03	17.6	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779977	CopVir105	D22-B04	18.8	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779978	CopVir106	D22-B05	18.0	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779979	CopVir107	D22-B06	15.3	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779980	CopVir108	D22-B07	15.3	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779981	CopVir109	D22-B08	15.1	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779982	CopVir110	D22-G04	17.1	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779983	CopVir111	D22-G05	16.4	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779984	CopVir112	D22-G06	15.5	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779985	CopVir113	D22-G07	14.3	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779986	CopVir114	D22-G08	17.2	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779987	CopVir115	D22-G09	13.7	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779988	CopVir116	D22-G10	13.7	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779989	CopVir117	D22-H01	15.3	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779990	CopVir118	D22-H02	14.2	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6779991	CopChr67	D24-C01	15.1	1	Utaka		Copadichromis	chrysonotus	M	Southwest_arm	Malembo			
cichlid6779992	CopChr68	D24-C02	13.6	1	Utaka		Copadichromis	chrysonotus	M	Southwest_arm	Malembo			
cichlid6779993	CopChr69	D24-C03	15.1	1	Utaka		Copadichromis	chrysonotus	M	Southwest_arm	Malembo			
cichlid6779994	CopChr70	D24-C04	15.3	1	Utaka		Copadichromis	chrysonotus	M	Southwest_arm	Malembo			
cichlid6779995	CopChr71	D24-C05	16.0	1	Utaka		Copadichromis	chrysonotus	M	Southwest_arm	Malembo			
cichlid6779996	CopChr72	D24-C06	15.0	1	Utaka		Copadichromis	chrysonotus	M	Southwest_arm	Malembo			
cichlid6779997	CopChr73	D24-F03	14.2	1	Utaka		Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West			
cichlid6779998	CopChr74	D24-F04	14.4	1	Utaka		Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West			
cichlid6779999	CopChr75	D24-F05	14.0	1	Utaka		Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West			
cichlid6780000	CopChr76	D24-F06	14.8	1	Utaka		Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West			
cichlid6780001	CopChr77	D24-F07	14.4	1	Utaka		Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West			
cichlid6780002	CopChr78	D24-F08	13.5	1	Utaka		Copadichromis	chrysonotus	M	Cape_Maclear	Thumbi_West			
cichlid6780003	CopChr79	D24-F09	14.8	1	Utaka		Copadichromis	chrysonotus	F	Cape_Maclear	Thumbi_West			
cichlid6780004	CopVir123	D27-D09	13.1	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6780005	CopVir124	D27-D10	15.8	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6780006	CopVir125	D27-E01	16.0	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6780007	CopVir126	D27-E02	17.6	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6780008	CopVir127	D27-E03	15.3	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6780009	CopVir128	D27-E04	17.1	1	Utaka		Copadichromis	virginalis	M	Southwest_arm	Msaka	black head yellow dorsal		
cichlid6780010	ChaCae3	D16-A02	18.2	1	Benthic		Champsochromis	caeruleus		Tanzania		aquarium exporter; swapped cichlid6780010 and cichlid6780011 because obvious from phylogeny based on sequences		
cichlid6780011	CopIle1	D16-A01	15.0	1	Utaka		Copadichromis	ilesi	F	Nkanda		aquarium exporter; swapped cichlid6780010 and cichlid6780011 because obvious from phylogeny based on sequences		
cichlid6780012	BucRho5	D16-A03	16.6	1	Benthic		Buccochromis	rhoadesii		Mbenji_island		aquarium exporter		
cichlid6780013	CopBor2	D16-A04	15.0	1	Utaka		Copadichromis	borleyi	M	Gome		aquarium exporter		
cichlid6978767	PseLuc1	D01-B01	16.4	1	Mbuna		Pseudotropheus	lucerna	M	Nkhata_Bay	Kampango_point	initially Tropheops lucerna		
cichlid6978768	TroRus1	D01-B03	19.2	1	Mbuna		Tropheops	"""rust"""	M	Nkhata_Bay	Kampango_point			
cichlid6978769	MayCal1	D01-B07	15.9	1	Mbuna		Maylandia	callainos	F	Nkhata_Bay	Kampango_point	white morph		
cichlid6978770	ChnElo1	D01-D02	16.2	1	Mbuna		Chindongo	elongatus	M	Nkhata_Bay	Kampango_point	initially Pseudotropheus elongatus		
cichlid6978771	CynAfr2	D01-E05	16.1	1	Mbuna		Cynotilapia	afra	M	Nkhata_Bay	Kampango_point			
cichlid6978772	CopTri2	D21-J01	13.8	1	Utaka		Copadichromis	trimaculatus		Southwest_arm	Msaka			
cichlid6978773	CynAfr3	D01-E08	18.6	1	Mbuna		Cynotilapia	afra	M	Nkhata_Bay	Kampango_point			
cichlid6978774	CynAfr4	D01-F04	15.2	1	Mbuna		Cynotilapia	afra	M	Nkhata_Bay	Kampango_point			
cichlid6978775	MayZeb3	D01-F09	17.7	1	Mbuna		Maylandia	zebra	M	Nkhata_Bay	Kampango_point			
cichlid6978776	TroDee1	D01-I01	19.9	1	Mbuna		Tropheops	"""deep gold"""	M	Nkhata_Bay	Viking_reef			
cichlid6978777	TroOli1	D01-J05	14.3	1	Mbuna		Tropheops	"""olive"""	M	Nkhata_Bay	Viking_reef			
cichlid6978778	ChnMin1	D02-A06	18.2	1	Mbuna		Chindongo	minutus	M	Nkhata_Bay	Viking_reef	initially Pseudotropheus minutus		
cichlid6978779	DipBig1	D02-B03	26.5	1	Diplo		Diplotaxodon	"""big eye"""		Nkhata_Bay		offshore type		
cichlid6978780	DipHol1	D02-B05	17.8	1	Diplo		Diplotaxodon	"""holochromis"""		Nkhata_Bay				
cichlid6978781	RhaUnk1	D02-C02	19.7	1	Rhampho		Rhamphochromis	sp.		Nkhata_Bay				
cichlid6978782	CopQua2	D02-C04	17.5	1	Utaka		Copadichromis	quadrimaculatus		Nkhata_Bay				
cichlid6978783	MayAur1	D02-E07	15.9	1	Mbuna		Maylandia	aurora	M	Nkhata_Bay	Playground_point			
cichlid6978784	TroBla1	D02-F09	16.5	1	Mbuna		Tropheops	"""black"""		Nkhata_Bay	Playground_point			
cichlid6978785	CopJac1	D22-F04	16.3	1	Utaka		Copadichromis	jacksoni	F	Cape_Maclear	Thumbi_West			
cichlid6978786			14.3			err						"originally Tropheops ""red fin"" D02-J10 but clearly CICHM16429617 = RhaLon"		
cichlid6978787	RhaWoo1	D03-A01	18.6	1	Rhampho		Rhamphochromis	woodi	M	Nkhata_Bay		yellow gular		
cichlid6978788	DipHol3	D03-A03	19.8	1	Diplo		Diplotaxodon	"""holochromis"""	F	Nkhata_Bay		big		
cichlid6978789	TroMau1	D03-A05	15.4	1	Mbuna		Tropheops	"""mauve"""	M	Nkhata_Bay	Playground_point			
cichlid6978790	CynAur1	D03-A08	17.2	1	Mbuna		Cynotilapia	aurifrons	M	Nkhata_Bay	Playground_point			
cichlid6978863	PseEle1	D03-B07	18.8	1	Mbuna		Pseudotropheus	elegans	M	Nkhata_Bay	Playground_point	black and blue		
cichlid6978864	ChnMin2	D03-E08	19.0	1	Mbuna		Chindongo	minutus		Nkhata_Bay	Playground_point	"initially Pseudotropheus modestus; sequence clusters with Chindongo minutus, and George confirms from photo this change of name"		
cichlid6978865	PseFus1	D03-F03	19.4	1	Mbuna		Pseudotropheus	fuscus		Nkhata_Bay	Viking_reef			
cichlid6978866	TroBan1	D03-F04	19.9	1	Mbuna		Tropheops	"""band"""		Nkhata_Bay	Viking_reef			
cichlid6978867	TroBan6	D03-F10	15.4	1	Mbuna		Tropheops	"""band"""		Nkhata_Bay	Viking_reef			
cichlid6978868	TroOra1	D03-I07	16.4	1	Mbuna		Tropheops	"""orange head"""	M	Chilumba	Mphanga_rocks	Konings p. 199		
cichlid6978869	TroChi1	D03-J01	17.7	1	Mbuna		Tropheops	"""chilumba"""	M	Chilumba	Mphanga_rocks	Konings p. 86		
cichlid6978870	LabFue2	D04-B07	16.8	1	Mbuna		Labeotropheus	fuelleborni	F	Chilumba	Mphanga_rocks			
cichlid6978871	MayPea1	D04-B08	16.8	1	Mbuna		Maylandia	"""pearly"""	M	Chilumba	Mphanga_rocks			
cichlid6978872	CopBor1	D04-G03	16.2	1	Utaka		Copadichromis	borleyi	M	Chilumba	Mphanga_rocks			
cichlid6978873	DipArg1	D04-H03	21.5	1	Diplo		Diplotaxodon	argenteus	M?	Chilumba	Chilumba_main_beach	large		
cichlid6978874	DipMac3	D04-H06	17.9	1	Diplo		Diplotaxodon	macrops	M	Chilumba	Chilumba_main_beach	black dorsal		
cichlid6978875	DipHol2	D05-A04	15.4	1	Diplo		Diplotaxodon	"""holochromis"""	M	Chilumba	Chilumba_main_beach			
cichlid6978876	MayLan1	D07-B07	16.6	1	Mbuna		Maylandia	"""lanisticola north"""	M?	Chilumba	Ngara			
cichlid6978877	DipBig4	D07-D08	15.4	1	Diplo		Diplotaxodon	"""big eye"""		Chilumba	Ngara	"originally assigned to D07-C02, but updated based on tree position and neighbouring well on sequencing plate"		
cichlid6978878	PseCra1	D07-G09	16.2	1	Mbuna		Pseudotropheus	crabro		Chiofu		originally assigned to D07-D08 but updated based on tree position and neighbouring well on sequencing plate		
cichlid6978879	RhaEso2	D08-C10	16.1	1	Rhampho		Rhamphochromis	esox		Chiofu				
cichlid6978880	MayEst1	D08-E02	15.9	1	Mbuna		Maylandia	estherae	F	Chiofu				
cichlid6978881	CynAfr5	D09-E04	19.1	1	Mbuna		Cynotilapia	afra	M	Chiofu				
cichlid6978882	CynAfr6	D09-E08	16.9	1	Mbuna		Cynotilapia	afra	M	Chiofu				
cichlid6978883	CynAfr7	D09-E09	16.8	1	Mbuna		Cynotilapia	afra	M	Chiofu				
cichlid6978884	CynAfr8	D09-E10	18.5	1	Mbuna		Cynotilapia	afra	F?	Chiofu				
cichlid6978885	CynAfr9	D09-F03	18.5	1	Mbuna		Cynotilapia	afra	M	Chiofu				
cichlid6978886	CynAfr10	D09-F10	17.1	1	Mbuna		Cynotilapia	afra	M	Chiofu				
cichlid6978959	CynAfr11	D09-G04	17.3	1	Mbuna		Cynotilapia	afra	M	Chiofu				
cichlid6978960	CynAfr12	D09-G06	19.0	1	Mbuna		Cynotilapia	afra	M	Chiofu				
cichlid6978961	CynAfr13	D09-G08	17.4	1	Mbuna		Cynotilapia	afra	M	Chiofu				
cichlid6978962	TroCho1	D09-I06	19.6	1	Mbuna		Tropheops	"""chiofu yellow"""	M	Chiofu				
cichlid6978963	TroYel9	D09-J07	15.0	1	Mbuna		Tropheops	"""yellow gular"""	F	Chiofu				
cichlid6978964	TroCho2	D10-B07	17.9	1	Mbuna		Tropheops	"""chiofu"""	F?	Chiofu				
cichlid6978965	DipBig5	D10-C08	17.6	1	Diplo		Diplotaxodon	"""big eye"""	F?	Chiofu		offshore		
cichlid6978966	RhaGre2	D10-D01	19.2	1	Rhampho		Rhamphochromis	"""grey"""		Chiofu				
cichlid6978967	CopChr1	D10-G08	18.8	1	Utaka		Copadichromis	chrysonotus	M	Chiofu				
cichlid6978968	CynAur2	D10-I02	18.5	1	Mbuna		Cynotilapia	aurifrons	M	Chiofu		black		
cichlid6978969	RhaUnk2	D11-C02	16.9	1	Rhampho		Rhamphochromis	sp.		Monkey_Bay				
cichlid6978970	DipEcc1	D11-H01	19.7	1	Diplo		Diplotaxodon	ecclesi	M	Monkey_Bay				
cichlid6978971	PseAce2	D12-D06	20.9	1	Mbuna		Pseudotropheus	"""acei"""		Makanjila		blue yellow		
cichlid6978972	CopMlo2	D12-G02	17.1	1	Utaka		Copadichromis	mloto	M	Makanjila				
cichlid6978973	PseLan1	D12-G09	17.9	1	Mbuna		Pseudotropheus	lanisticola		Makanjila		makanjila		
cichlid6978974	CopVir32	D12-I01	18.0	1	Utaka		Copadichromis	virginalis	M	Makanjila		slender		
cichlid6978975	CopVir38	D12-I09	18.1	1	Utaka		Copadichromis	virginalis	M	Makanjila		slender		
cichlid6978976	RhaFer1	D13-A02	18.2	1	Rhampho		Rhamphochromis	ferox	M	Makanjila				
cichlid6978977	RhaLon17	D13-B01	18.0	1	Rhampho		Rhamphochromis	longiceps	M	Makanjila		yellow belly		
cichlid6978978	DipBig6	D13-I09	22.3	1	Diplo		Diplotaxodon	"""big eye"""	M	Cape_Maclear		grey body		
cichlid6978979	RhaLsn1	D13-J04	18.6	1	Rhampho		Rhamphochromis	"""long snout'"	F?	Cape_Maclear				
cichlid6978980	RhaLfi1	D13-J06	20.5	1	Rhampho		Rhamphochromis	"""long fin"""	M?	Cape_Maclear				
cichlid6978981	RhaOra1	D14-F02	19.5	1	Rhampho		Rhamphochromis	"""orange chest"""	M	Southwest_arm				
cichlid6978982	MayZeb16	D23-E03	17.0	1	Mbuna		Maylandia	zebra		Cape_Maclear	Thumbi_West			
cichlid6979055	CynAfr14	D25-D07	17.1	1	Mbuna		Cynotilapia	afra	M	Cape_Maclear	Otter_point			
cichlid6979056	CynAfr15	D25-D08	15.9	1	Mbuna		Cynotilapia	afra	M	Cape_Maclear	Otter_point			
cichlid6979057	CynAfr16	D25-D09	16.0	1	Mbuna		Cynotilapia	afra	M	Cape_Maclear	Otter_point			
cichlid6979058	CynAfr17	D25-D10	19.5	1	Mbuna		Cynotilapia	afra	M	Cape_Maclear	Otter_point			
cichlid6979059	CynAfr18	D25-E01	18.6	1	Mbuna		Cynotilapia	afra	M	Cape_Maclear	Otter_point			
cichlid6979060	CynAfr19	D25-E02	17.2	1	Mbuna		Cynotilapia	afra	M	Cape_Maclear	Otter_point			
cichlid6979061	CynAfr20	D25-E03	17.7	1	Mbuna		Cynotilapia	afra	M	Cape_Maclear	Otter_point			
cichlid6979062	MayZeb17	D25-E04	17.7	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979063	MayZeb18	D25-E05	18.5	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979064	MayZeb19	D25-E06	18.1	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979065	MayZeb20	D25-E07	17.1	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979066	MayZeb21	D25-E08	18.2	1	Mbuna		Maylandia	zebra	F	Cape_Maclear	Otter_point			
cichlid6979067	MayZeb22	D25-E09	22.6	1	Mbuna		Maylandia	zebra	F	Cape_Maclear	Otter_point			
cichlid6979068	MayZeb23	D25-E10	19.5	1	Mbuna		Maylandia	zebra	F	Cape_Maclear	Otter_point			
cichlid6979069	MayZeb24	D25-F01	21.6	1	Mbuna		Maylandia	zebra	F	Cape_Maclear	Otter_point			
cichlid6979070	MayZeb25	D25-F02	18.0	1	Mbuna		Maylandia	zebra	M?	Cape_Maclear	Otter_point			
cichlid6979071	MayZeb26	D25-F03	20.7	1	Mbuna		Maylandia	zebra	F	Cape_Maclear	Otter_point			
cichlid6979072	MayZeb27	D25-F04	19.4	1	Mbuna		Maylandia	zebra	F	Cape_Maclear	Otter_point			
cichlid6979073	MayZeb28	D25-F05	18.0	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979074	MayZeb29	D25-F06	19.0	1	Mbuna		Maylandia	zebra	F	Cape_Maclear	Otter_point			
cichlid6979075	MayZeb30	D25-F07	19.7	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979076	MayZeb31	D25-F08	19.8	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979077	MayZeb32	D25-F09	21.5	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979078	TyrNig5	D07-G08	20.9	1	Benthic		Tyrannochromis	nigriventer		Chiofu		originally assigned to D07-G09 but updated based on tree position and neighbouring tube in sampling box and assigned simple_id TyrNig5		
cichlid6979151	MayZeb33	D25-F10	17.5	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979152	MayZeb34	D25-G01	16.3	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979153	MayZeb35	D25-G02	16.8	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979154	MayZeb36	D25-G03	16.0	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979155	MayZeb37	D25-G04	16.7	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979156	MayZeb38	D25-G05	15.6	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979157	MayZeb39	D25-G06	17.0	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979158	MayZeb40	D25-G07	17.0	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979159	MayZeb41	D25-G08	14.2	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979160	MayZeb42	D25-G09	17.4	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979161	MayZeb43	D25-G10	14.3	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979162	MayZeb44	D25-H01	16.9	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979163	MayZeb45	D25-H02	17.8	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979164	MayZeb46	D25-H03	17.3	1	Mbuna		Maylandia	zebra	M	Cape_Maclear	Otter_point			
cichlid6979165	CynAfr21	D26-B03	18.8	1	Mbuna		Cynotilapia	afra	M	Cape_Maclear	Otter_point			
cichlid6979166	CynAfr22	D26-B04	19.3	1	Mbuna		Cynotilapia	afra	M	Cape_Maclear	Otter_point			
cichlid6979167	CynAfr23	D26-B05	17.4	1	Mbuna		Cynotilapia	afra	M	Cape_Maclear	Otter_point			
cichlid6979168	CynAfr24	D26-D04	16.9	1	Mbuna		Cynotilapia	afra		Cape_Maclear	Thumbi_West	No upper teeth		
cichlid6979169	MayZeb77	D26-D05	17.8	1	Mbuna		Maylandia	zebra		Cape_Maclear	Thumbi_West	Broad bicuspid - reclassified from C.afra to M.zebra 190922 based on genetics		
cichlid6979170	MayZeb78	D26-D06	16.1	1	Mbuna		Maylandia	zebra		Cape_Maclear	Thumbi_West	Broad bicuspid - reclassified from C.afra to M.zebra 190922 based on genetics		
cichlid6979171	MayZeb79	D26-D07	15.2	1	Mbuna		Maylandia	zebra		Cape_Maclear	Thumbi_West	Broad bicuspid - reclassified from C.afra to M.zebra 190922 based on genetics		
cichlid6979172	CynAfr28	D26-D08	17.3	1	Mbuna		Cynotilapia	afra		Cape_Maclear	Thumbi_West	Unicuspid		
cichlid6979173	MayZeb80	D26-D09	16.9	1	Mbuna		Maylandia	zebra		Cape_Maclear	Thumbi_West	Broad bicuspid - reclassified from C.afra to M.zebra 190922 based on genetics		
cichlid6979174	MayZeb81	D26-D10	16.1	1	Mbuna		Maylandia	zebra		Cape_Maclear	Thumbi_West	Broad bicuspid - reclassified from C.afra to M.zebra 190922 based on genetics		
cichlid6979175	MayZeb82	D26-E01	15.4	1	Mbuna		Maylandia	zebra		Cape_Maclear	Thumbi_West	Intermediately dense bicuspid - reclassified from C.afra to M.zebra 190922 based on genetics		
cichlid6979176	CynAfr32	D26-E02	16.5	1	Mbuna		Cynotilapia	afra		Cape_Maclear	Thumbi_West	No teeth		
cichlid6979177	CynAfr33	D26-E03	18.8	1	Mbuna		Cynotilapia	afra		Cape_Maclear	Thumbi_West	Unicuspid		
