primary_id	simple_id	supplier_id	seq_depth	subset	clade	exclude	genus	species	sex	location	sublocation	notes	source	
5308STDY7441272			16.6	2			Gnathochromis	pfefferi		Lake_Tanganyika				
5308STDY7441273			18.8	2			Altolamprologus	compressiceps		Lake_Tanganyika				
5308STDY7441274			16.5	2			Altolamprologus	compressiceps	F	Lake_Tanganyika				
5308STDY7441275			17.7	2			Benthochromis	melanoides	F	Lake_Tanganyika				
5308STDY7441276			20.2	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441277			17.9	2			Cunningtonia	longiventralis	M	Lake_Tanganyika				
5308STDY7441278			18.1	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441279			20.3	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441280			17.9	2			Xenotilapia	leptura	M	Lake_Tanganyika				
5308STDY7441281			17.2	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441282			17.6	2			Aulonocranus	dewindti	M	Lake_Tanganyika				
5308STDY7441283			18.0	2			Petrochromis	polyodon	F	Lake_Tanganyika				
5308STDY7441284			19.5	2			Cunningtonia	longiventralis	F	Lake_Tanganyika				
5308STDY7441285			18.6	2			Neolamprologus	brevis	F	Lake_Tanganyika				
5308STDY7441286			14.7	2			Aulonocranus	dewindti	M	Lake_Tanganyika				
5308STDY7441287			17.2	2			Bathybates	leo	M	Lake_Tanganyika				
5308STDY7441288			18.5	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441289			15.8	2			Altolamprologus	compressiceps		Lake_Tanganyika				
5308STDY7441290			18.6	2			Lobochilotes	labiatus	F	Lake_Tanganyika				
5308STDY7441291			18.5	2			Cunningtonia	longiventralis	F	Lake_Tanganyika				
5308STDY7441292			18.5	2			Lobochilotes	labiatus		Lake_Tanganyika				
5308STDY7441293			18.8	2			Benthochromis	melanoides	M	Lake_Tanganyika				
5308STDY7441294			19.0	2			Cunningtonia	longiventralis	F	Lake_Tanganyika				
5308STDY7441295			20.0	2			Benthochromis	melanoides	F	Lake_Tanganyika				
5308STDY7441296			23.9	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441297			20.0	2			Julidochromis	ornatus	M	Lake_Tanganyika				
5308STDY7441298			16.8	2			Pseudosimochromis	curvifrons	F	Lake_Tanganyika				
5308STDY7441299			17.7	2			Gnathochromis	pfefferi	F	Lake_Tanganyika				
5308STDY7441300			18.0	2			Neolamprologus	brevis	M	Lake_Tanganyika				
5308STDY7441301			18.6	2			Gnathochromis	pfefferi	F	Lake_Tanganyika				
5308STDY7441302			17.5	2			Cyphotilapia	frontosa	M	Lake_Tanganyika				
5308STDY7441303			19.2	2			Lobochilotes	labiatus	F	Lake_Tanganyika				
5308STDY7441304			16.8	2			Julidochromis	ornatus	M	Lake_Tanganyika				
5308STDY7441305			16.7	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441306			18.4	2			Lepidiolamprologus	profundicola	F	Lake_Tanganyika				
5308STDY7441307			17.4	2			Petrochromis	polyodon	M	Lake_Tanganyika				
5308STDY7441308			18.3	2			Lobochilotes	labiatus	F	Lake_Tanganyika				
5308STDY7441309			20.4	2			Xenotilapia	leptura	F	Lake_Tanganyika				
5308STDY7441310			18.6	2			Bathybates	fasciatus	M	Lake_Tanganyika				
5308STDY7441311			19.3	2			Petrochromis	fasciolatus	M	Lake_Tanganyika				
5308STDY7441312			18.4	2			Pseudosimochromis	pleurospilus	F	Lake_Tanganyika				
5308STDY7441313			15.4	2			Altolamprologus	compressiceps	M	Lake_Tanganyika				
5308STDY7441314			22.9	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441315			17.9	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441316			22.3	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441317			18.5	2			Cyphotilapia	frontosa	F	Lake_Tanganyika				
5308STDY7441318			19.8	2			Aulonocranus	dewindti	F	Lake_Tanganyika				
5308STDY7441319			15.8	2			Lobochilotes	labiatus		Lake_Tanganyika				
5308STDY7441320			18.3	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441321			18.3	2			Lepidiolamprologus	profundicola	F	Lake_Tanganyika				
5308STDY7441322			18.0	2			Lamprologus	lemairii	M	Lake_Tanganyika				
5308STDY7441323			18.8	2			Pseudosimochromis	curvifrons	M	Lake_Tanganyika				
5308STDY7441324			18.6	2			Petrochromis	polyodon	F	Lake_Tanganyika				
5308STDY7441325			17.9	2			Petrochromis	polyodon	M	Lake_Tanganyika				
5308STDY7441326			17.5	2			Aulonocranus	dewindti	M	Lake_Tanganyika				
5308STDY7441327			18.4	2			Neolamprologus	brevis	M	Lake_Tanganyika				
5308STDY7441328			20.6	2			Bathybates	fasciatus	F	Lake_Tanganyika				
5308STDY7441329			19.1	2			Julidochromis	ornatus		Lake_Tanganyika				
5308STDY7441330			19.7	2			Bathybates	fasciatus	M	Lake_Tanganyika				
5308STDY7441331			18.5	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441332			18.8	2			Petrochromis	polyodon	M	Lake_Tanganyika				
5308STDY7441333			18.0	2			Petrochromis	polyodon	F	Lake_Tanganyika				
5308STDY7441334			17.0	2			Bathybates	fasciatus	M	Lake_Tanganyika				
5308STDY7441335			17.8	2			Cyphotilapia	frontosa	M	Lake_Tanganyika				
5308STDY7441336			22.6	2			Xenotilapia	leptura	M	Lake_Tanganyika				
5308STDY7441337			19.5	2			Cunningtonia	longiventralis	M	Lake_Tanganyika				
5308STDY7441338			18.2	2			Xenotilapia	leptura	F	Lake_Tanganyika				
5308STDY7441339			17.5	2			Lobochilotes	labiatus	M	Lake_Tanganyika				
5308STDY7441340			18.1	2			Cyphotilapia	gibberosa	M	Lake_Tanganyika				
5308STDY7441341			19.4	2			Petrochromis	polyodon	M	Lake_Tanganyika				
5308STDY7441342			18.3	2			Cyphotilapia	frontosa	F	Lake_Tanganyika				
5308STDY7441343			20.5	2			Cunningtonia	longiventralis	M	Lake_Tanganyika				
5308STDY7441344			17.4	2			Aulonocranus	dewindti	M	Lake_Tanganyika				
5308STDY7441345			20.7	2			Cunningtonia	longiventralis	F	Lake_Tanganyika				
5308STDY7441346			19.9	2			Benthochromis	melanoides	F	Lake_Tanganyika				
5308STDY7441347			20.0	2			Gnathochromis	pfefferi	M	Lake_Tanganyika				
5308STDY7441348			19.4	2			Lobochilotes	labiatus		Lake_Tanganyika				
5308STDY7441349			18.6	2			Neolamprologus	toae		Lake_Tanganyika				
5308STDY7441350			16.9	2			Pseudosimochromis	curvifrons	F	Lake_Tanganyika				
5308STDY7441351			15.5	2			Pseudosimochromis	pleurospilus	F	Lake_Tanganyika				
5308STDY7441352			18.7	2			Bathybates	leo	M	Lake_Tanganyika				
5308STDY7441353			17.9	2			Cunningtonia	longiventralis	M	Lake_Tanganyika				
5308STDY7441354			16.5	2			Bathybates	leo		Lake_Tanganyika				
5308STDY7441355			18.6	2			Lamprologus	lemairii	M	Lake_Tanganyika				
5308STDY7441356			20.0	2			Neolamprologus	brevis	M	Lake_Tanganyika				
5308STDY7441357			20.2	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441358			18.6	2			Lobochilotes	labiatus	M	Lake_Tanganyika				
5308STDY7441359			20.1	2			Petrochromis	polyodon	M	Lake_Tanganyika				
5308STDY7441360			20.2	2			Aulonocranus	dewindti	F	Lake_Tanganyika				
5308STDY7441361			16.0	2			Cunningtonia	longiventralis	M	Lake_Tanganyika				
5308STDY7441362			17.2	2			Benthochromis	melanoides		Lake_Tanganyika				
5308STDY7441363			17.3	2			Altolamprologus	compressiceps	M	Lake_Tanganyika				
5308STDY7441364			18.0	2			Lamprologus	lemairii	M	Lake_Tanganyika				
5308STDY7441365			18.0	2			Pseudosimochromis	curvifrons	F	Lake_Tanganyika				
5308STDY7441366			18.7	2			Lobochilotes	labiatus		Lake_Tanganyika				
5308STDY7441368			18.2	2			Aulonocranus	dewindti	M	Lake_Tanganyika				
5308STDY7441369			16.8	2			Lamprologus	lemairii	M	Lake_Tanganyika				
5308STDY7441370			19.9	2			Aulonocranus	dewindti	M	Lake_Tanganyika				
5308STDY7441371			21.0	2			Lepidiolamprologus	profundicola	M	Lake_Tanganyika				
5308STDY7441372			21.6	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441373			19.2	2			Neolamprologus	brevis	F	Lake_Tanganyika				
5308STDY7441374			19.9	2			Bathybates	leo		Lake_Tanganyika				
5308STDY7441375			18.3	2			Altolamprologus	compressiceps	F	Lake_Tanganyika				
5308STDY7441376			18.3	2			Cunningtonia	longiventralis	M	Lake_Tanganyika				
5308STDY7441377			19.3	2			Julidochromis	ornatus	M	Lake_Tanganyika				
5308STDY7441378			19.4	2			Cunningtonia	longiventralis	M	Lake_Tanganyika				
5308STDY7441379			18.7	2			Cyphotilapia	gibberosa		Lake_Tanganyika				
5308STDY7441380			19.7	2			Pseudosimochromis	pleurospilus	M	Lake_Tanganyika				
5308STDY7441381			18.2	2			Pseudosimochromis	pleurospilus	M	Lake_Tanganyika				
5308STDY7441382			16.3	2			Xenotilapia	leptura	F	Lake_Tanganyika				
5308STDY7441383			18.4	2			Neolamprologus	toae		Lake_Tanganyika				
5308STDY7441384			18.3	2			Pseudosimochromis	curvifrons	M	Lake_Tanganyika				
5308STDY7441385			15.9	2			Cunningtonia	longiventralis	M	Lake_Tanganyika				
5308STDY7441386			17.7	2			Pseudosimochromis	curvifrons	M	Lake_Tanganyika				
5308STDY7441387			17.1	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441388			19.0	2			Xenotilapia	leptura	M	Lake_Tanganyika				
5308STDY7441389			18.6	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441391			17.4	2			Lepidiolamprologus	profundicola	F	Lake_Tanganyika				
5308STDY7441392			16.9	2			Julidochromis	ornatus	M	Lake_Tanganyika				
5308STDY7441393			19.2	2			Benthochromis	melanoides	F	Lake_Tanganyika				
5308STDY7441394			16.7	2			Lobochilotes	labiatus	F	Lake_Tanganyika				
5308STDY7441395			21.5	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441396			17.0	2			Gnathochromis	pfefferi		Lake_Tanganyika				
5308STDY7441397			16.1	2			Lobochilotes	labiatus		Lake_Tanganyika				
5308STDY7441398			21.0	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441399			20.7	2			Xenotilapia	leptura	M	Lake_Tanganyika				
5308STDY7441400			17.8	2			Lobochilotes	labiatus		Lake_Tanganyika				
5308STDY7441401			18.9	2			Julidochromis	ornatus	M	Lake_Tanganyika				
5308STDY7441402			13.7	2			Julidochromis	ornatus	F	Lake_Tanganyika				
5308STDY7441404			19.1	2			Pseudosimochromis	pleurospilus	M	Lake_Tanganyika				
5308STDY7441405			21.4	2			Bathybates	fasciatus	M	Lake_Tanganyika				
5308STDY7441406			13.8	2			Aulonocranus	dewindti	F	Lake_Tanganyika				
5308STDY7441407			20.7	2			Xenotilapia	leptura	F	Lake_Tanganyika				
5308STDY7441408			15.5	2			Benthochromis	melanoides	M	Lake_Tanganyika				
5308STDY7441409			17.2	2			Benthochromis	melanoides		Lake_Tanganyika				
5308STDY7441410			21.2	2			Pseudosimochromis	pleurospilus	M	Lake_Tanganyika				
5308STDY7441411			17.7	2			Petrochromis	polyodon	F	Lake_Tanganyika				
5308STDY7441412			18.4	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441413			17.4	2			Bathybates	leo		Lake_Tanganyika				
5308STDY7441414			18.5	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441415			17.3	2			Aulonocranus	dewindti	F	Lake_Tanganyika				
5308STDY7441416			19.4	2			Pseudosimochromis	pleurospilus	F	Lake_Tanganyika				
5308STDY7441417			18.4	2			Lobochilotes	labiatus	M	Lake_Tanganyika				
5308STDY7441418			18.0	2			Julidochromis	ornatus		Lake_Tanganyika				
5308STDY7441419			19.9	2			Bathybates	fasciatus	M	Lake_Tanganyika				
5308STDY7441420			18.9	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441421			20.1	2			Benthochromis	melanoides	F	Lake_Tanganyika				
5308STDY7441422			18.2	2			Pseudosimochromis	pleurospilus	M	Lake_Tanganyika				
5308STDY7441423			18.1	2			Pseudosimochromis	pleurospilus	M	Lake_Tanganyika				
5308STDY7441424			20.0	2			Xenotilapia	leptura	F	Lake_Tanganyika				
5308STDY7441425			16.2	2			Bathybates	leo	M	Lake_Tanganyika				
5308STDY7441426			19.9	2			Benthochromis	melanoides		Lake_Tanganyika				
5308STDY7441427			20.5	2			Pseudosimochromis	pleurospilus	F	Lake_Tanganyika				
5308STDY7441428			17.2	2			Xenotilapia	leptura	F	Lake_Tanganyika				
5308STDY7441429			22.6	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441430			22.8	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441431			18.7	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441432			18.6	2			Pseudosimochromis	curvifrons	F	Lake_Tanganyika				
5308STDY7441433			18.2	2			Lepidiolamprologus	profundicola	F	Lake_Tanganyika				
5308STDY7441434			18.2	2			Bathybates	fasciatus	F	Lake_Tanganyika				
5308STDY7441435			19.5	2			Cunningtonia	longiventralis	M	Lake_Tanganyika				
5308STDY7441436			17.8	2			Pseudosimochromis	pleurospilus	M	Lake_Tanganyika				
5308STDY7441437			18.1	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441438			18.0	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441440			18.4	2			Altolamprologus	compressiceps	F	Lake_Tanganyika				
5308STDY7441441			18.1	2			Pseudosimochromis	pleurospilus	M	Lake_Tanganyika				
5308STDY7441442			17.9	2			Bathybates	leo	F	Lake_Tanganyika				
5308STDY7441443			16.3	2			Lobochilotes	labiatus		Lake_Tanganyika				
5308STDY7441444			17.6	2			Cyphotilapia	gibberosa	M	Lake_Tanganyika				
5308STDY7441445			15.4	2			Petrochromis	polyodon	M	Lake_Tanganyika				
5308STDY7441446			15.6	2			Aulonocranus	dewindti	M	Lake_Tanganyika				
5308STDY7441447			20.5	2			Aulonocranus	dewindti	F	Lake_Tanganyika				
5308STDY7441448			24.1	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441449			16.3	2			Neolamprologus	toae		Lake_Tanganyika				
5308STDY7441450			18.0	2			Benthochromis	melanoides	F	Lake_Tanganyika				
5308STDY7441451			18.2	2			Cunningtonia	longiventralis	M	Lake_Tanganyika				
5308STDY7441452			15.1	2			Altolamprologus	compressiceps	F	Lake_Tanganyika				
5308STDY7441453			18.1	2			Altolamprologus	compressiceps	F	Lake_Tanganyika				
5308STDY7441454			18.2	2			Lamprologus	lemairii	M	Lake_Tanganyika				
5308STDY7441455			16.9	2			Benthochromis	melanoides	F	Lake_Tanganyika				
5308STDY7441456			18.4	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441457			17.9	2			Lobochilotes	labiatus		Lake_Tanganyika				
5308STDY7441458			19.1	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441459			18.3	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441460			20.5	2			Pseudosimochromis	pleurospilus	F	Lake_Tanganyika				
5308STDY7441461			16.3	2			Neolamprologus	toae	M	Lake_Tanganyika				
5308STDY7441462			18.8	2			Neolamprologus	toae	M	Lake_Tanganyika				
5308STDY7441464			17.6	2			Aulonocranus	dewindti	M	Lake_Tanganyika				
5308STDY7441465			20.8	2			Gnathochromis	pfefferi		Lake_Tanganyika				
5308STDY7441466			23.7	2			Bathybates	fasciatus	M	Lake_Tanganyika				
5308STDY7441467			21.0	2			Gnathochromis	pfefferi	F	Lake_Tanganyika				
5308STDY7441468			19.8	2			Pseudosimochromis	pleurospilus		Lake_Tanganyika				
5308STDY7441469			18.2	2			Julidochromis	ornatus	M	Lake_Tanganyika				
5308STDY7441470			18.9	2			Lepidiolamprologus	profundicola	M	Lake_Tanganyika				
5308STDY7441471			18.4	2			Xenotilapia	leptura	F	Lake_Tanganyika				
5308STDY7441472			19.5	2			Lamprologus	lemairii	F	Lake_Tanganyika				
5308STDY7441473			19.3	2			Xenotilapia	leptura	F	Lake_Tanganyika				
5308STDY7441474			20.6	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441475			19.1	2			Cunningtonia	longiventralis	M	Lake_Tanganyika				
5308STDY7441476			19.6	2			Lamprologus	lemairii	F	Lake_Tanganyika				
5308STDY7441477			19.8	2			Neolamprologus	brevis	F	Lake_Tanganyika				
5308STDY7441478			18.2	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441479			20.3	2			Cyphotilapia	frontosa	F	Lake_Tanganyika				
5308STDY7441480			18.8	2			Bathybates	fasciatus	M	Lake_Tanganyika				
5308STDY7441481			17.7	2			Neolamprologus	toae		Lake_Tanganyika				
5308STDY7441482			19.9	2			Neolamprologus	brevis	F	Lake_Tanganyika				
5308STDY7441483			20.2	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441484			19.4	2			Neolamprologus	brevis	M	Lake_Tanganyika				
5308STDY7441485			18.6	2			Aulonocranus	dewindti	M	Lake_Tanganyika				
5308STDY7441486			19.0	2			Gnathochromis	pfefferi		Lake_Tanganyika				
5308STDY7441487			20.2	2			Bathybates	leo		Lake_Tanganyika				
5308STDY7441488			17.9	2			Pseudosimochromis	curvifrons	F	Lake_Tanganyika				
5308STDY7441489			18.7	2			Petrochromis	polyodon		Lake_Tanganyika				
5308STDY7441490			19.0	2			Cunningtonia	longiventralis	M	Lake_Tanganyika				
5308STDY7441491			20.5	2			Benthochromis	melanoides	F	Lake_Tanganyika				
5308STDY7441492			19.6	2			Bathybates	fasciatus		Lake_Tanganyika				
5308STDY7441493			19.8	2			Altolamprologus	compressiceps		Lake_Tanganyika				
5308STDY7441494			21.0	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441495			19.9	2			Xenotilapia	leptura	M	Lake_Tanganyika				
5308STDY7441496			19.1	2			Julidochromis	ornatus		Lake_Tanganyika				
5308STDY7441497			18.2	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441498			19.3	2			Neolamprologus	toae		Lake_Tanganyika				
5308STDY7441499			18.7	2			Cyphotilapia	gibberosa	M	Lake_Tanganyika				
5308STDY7441500			19.5	2			Lamprologus	lemairii	F	Lake_Tanganyika				
5308STDY7441501			19.2	2			Julidochromis	ornatus		Lake_Tanganyika				
5308STDY7441502			22.2	2			Benthochromis	melanoides	M	Lake_Tanganyika				
5308STDY7441503			19.0	2			Neolamprologus	toae	M	Lake_Tanganyika				
5308STDY7441504			21.1	2			Gnathochromis	pfefferi	F	Lake_Tanganyika				
5308STDY7441505			22.7	2			Bathybates	leo		Lake_Tanganyika				
5308STDY7441506			21.1	2			Cyphotilapia	gibberosa		Lake_Tanganyika				
5308STDY7441507			19.6	2			Bathybates	fasciatus	M	Lake_Tanganyika				
5308STDY7441508			18.7	2			Altolamprologus	compressiceps		Lake_Tanganyika				
5308STDY7441509			18.5	2			Cyphotilapia	gibberosa	F	Lake_Tanganyika				
5308STDY7441510			18.1	2			Altolamprologus	compressiceps	M	Lake_Tanganyika				
5308STDY7441511			17.0	2			Petrochromis	fasciolatus	M	Lake_Tanganyika				
5308STDY7441512			19.2	2			Lepidiolamprologus	profundicola	F	Lake_Tanganyika				
5308STDY7441513			17.5	2			Lepidiolamprologus	profundicola	M	Lake_Tanganyika				
5308STDY7441514			20.0	2			Pseudosimochromis	pleurospilus	F	Lake_Tanganyika				
5308STDY7441515			21.4	2			Pseudosimochromis	curvifrons	F	Lake_Tanganyika				
5308STDY7441516			20.8	2			Bathybates	fasciatus	M	Lake_Tanganyika				
5308STDY7441517			16.5	2			Pseudosimochromis	curvifrons	F	Lake_Tanganyika				
5308STDY7441518			18.4	2			Neolamprologus	brevis	M	Lake_Tanganyika				
5308STDY7441519			20.2	2			Pseudosimochromis	curvifrons	F	Lake_Tanganyika				
5308STDY7441520			19.7	2			Lepidiolamprologus	profundicola	M	Lake_Tanganyika				
5308STDY7441521			16.7	2			Bathybates	leo	M	Lake_Tanganyika				
5308STDY7441522			17.1	2			Pseudosimochromis	curvifrons	F	Lake_Tanganyika				
5308STDY7441523			16.4	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441524			15.8	2			Cyphotilapia	frontosa	F	Lake_Tanganyika				
5308STDY7441525			16.9	2			Gnathochromis	pfefferi	F	Lake_Tanganyika				
5308STDY7441526			17.7	2			Bathybates	fasciatus	F	Lake_Tanganyika				
5308STDY7441527			20.2	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441528			17.8	2			Lamprologus	lemairii	M	Lake_Tanganyika				
5308STDY7441529			19.3	2			Lepidiolamprologus	profundicola	M	Lake_Tanganyika				
5308STDY7441530			16.9	2			Pseudosimochromis	curvifrons	M	Lake_Tanganyika				
5308STDY7441531			16.1	2			Gnathochromis	pfefferi	M	Lake_Tanganyika				
5308STDY7441532			20.2	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441533			19.1	2			Julidochromis	ornatus	M	Lake_Tanganyika				
5308STDY7441534			15.6	2			Neolamprologus	toae		Lake_Tanganyika				
5308STDY7441535			19.3	2			Bathybates	fasciatus	M	Lake_Tanganyika				
5308STDY7441536			16.5	2			Bathybates	fasciatus	M	Lake_Tanganyika				
5308STDY7441537			16.5	2			Neolamprologus	toae		Lake_Tanganyika				
5308STDY7441538			18.5	2			Benthochromis	melanoides	F	Lake_Tanganyika				
5308STDY7441539			14.8	2			Lepidiolamprologus	profundicola	F	Lake_Tanganyika				
5308STDY7441540			17.8	2			Aulonocranus	dewindti	M	Lake_Tanganyika				
5308STDY7441541			16.2	2			Gnathochromis	pfefferi	F	Lake_Tanganyika				
5308STDY7441542			15.6	2			Neolamprologus	brevis	M	Lake_Tanganyika				
5308STDY7441543			16.5	2			Cyphotilapia	gibberosa	M	Lake_Tanganyika				
5308STDY7441544			17.1	2			Altolamprologus	compressiceps		Lake_Tanganyika				
5308STDY7441545			18.2	2			Petrochromis	fasciolatus	M	Lake_Tanganyika				
5308STDY7441546			17.9	2			Neolamprologus	toae		Lake_Tanganyika				
5308STDY7441547			15.9	2			Gnathochromis	pfefferi	M	Lake_Tanganyika				
5308STDY7441548			23.6	2			Bathybates	leo	M	Lake_Tanganyika				
5308STDY7441549			19.9	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441550			19.1	2			Lepidiolamprologus	profundicola	M	Lake_Tanganyika				
5308STDY7441551			17.7	2			Altolamprologus	compressiceps	M	Lake_Tanganyika				
5308STDY7441552			21.8	2			Bathybates	leo	M	Lake_Tanganyika				
5308STDY7441553			20.0	2			Xenotilapia	leptura	M	Lake_Tanganyika				
5308STDY7441554			17.8	2			Petrochromis	fasciolatus	M	Lake_Tanganyika				
5308STDY7441555			17.5	2			Altolamprologus	compressiceps	F	Lake_Tanganyika				
5308STDY7441556			24.3	2			Hemibates	stenosoma	F	Lake_Tanganyika				
5308STDY7441558			17.5	2			Gnathochromis	pfefferi	M	Lake_Tanganyika				
5308STDY7441560			21.3	2			Lepidiolamprologus	profundicola	F	Lake_Tanganyika				
5308STDY7441561			18.0	2			Lepidiolamprologus	profundicola	F	Lake_Tanganyika				
5308STDY7441562			20.7	2			Neolamprologus	toae	F	Lake_Tanganyika				
5308STDY7441563			21.2	2			Neolamprologus	brevis	M	Lake_Tanganyika				
5308STDY7441564			19.1	2			Lepidiolamprologus	profundicola		Lake_Tanganyika				
5308STDY7441565			19.0	2			Aulonocranus	dewindti	M	Lake_Tanganyika				
5308STDY7441566			16.7	2			Pseudosimochromis	pleurospilus	M	Lake_Tanganyika				
5308STDY7441567			18.3	2			Lobochilotes	labiatus		Lake_Tanganyika				
5308STDY7441568			18.4	2			Hemibates	stenosoma	M	Lake_Tanganyika				
5308STDY7441569			17.9	2			Lepidiolamprologus	profundicola	F	Lake_Tanganyika				
5308STDY7441570			15.9	2			Pseudosimochromis	curvifrons	M	Lake_Tanganyika				
5308STDY7441571			19.4	2			Bathybates	fasciatus	M	Lake_Tanganyika				
5308STDY7441572			20.2	2			Xenotilapia	leptura	F	Lake_Tanganyika				
5308STDY7441573			20.1	2			Neolamprologus	toae		Lake_Tanganyika				
5308STDY7441574			17.6	2			Petrochromis	polyodon	F	Lake_Tanganyika				
5308STDY7441575			15.4	2			Cyphotilapia	frontosa	M	Lake_Tanganyika				
5308STDY7441576			16.3	2			Lamprologus	lemairii	M	Lake_Tanganyika				
5308STDY7441577			18.9	2			Pseudosimochromis	pleurospilus	F	Lake_Tanganyika				
5308STDY7441578			20.1	2			Aulonocranus	dewindti	F	Lake_Tanganyika				
5308STDY7441579			18.9	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441580			19.9	2			Cyphotilapia	gibberosa		Lake_Tanganyika				
5308STDY7441581			22.4	2			Pseudosimochromis	curvifrons	F	Lake_Tanganyika				
5308STDY7441582			19.9	2			Gnathochromis	pfefferi		Lake_Tanganyika				
5308STDY7441583			19.3	2			Petrochromis	polyodon	M	Lake_Tanganyika				
5308STDY7441584			21.5	2			Neolamprologus	brevis	F	Lake_Tanganyika				
5308STDY7441585			19.5	2			Altolamprologus	compressiceps		Lake_Tanganyika				
5308STDY7441586			18.3	2			Lobochilotes	labiatus	M	Lake_Tanganyika				
5308STDY7441587			18.4	2			Gnathochromis	pfefferi	M	Lake_Tanganyika				
5308STDY7441588			19.2	2			Petrochromis	fasciolatus	F	Lake_Tanganyika				
5308STDY7441589			20.0	2			Bathybates	leo	F	Lake_Tanganyika				
5308STDY7441590			18.2	2			Benthochromis	melanoides		Lake_Tanganyika				
5308STDY7441591			17.4	2			Cyphotilapia	frontosa	F	Lake_Tanganyika				
5308STDY7441592			19.8	2			Petrochromis	polyodon	M	Lake_Tanganyika				
5308STDY7441593			22.0	2			Xenotilapia	leptura	M	Lake_Tanganyika				
5308STDY7441594			19.2	2			Pseudosimochromis	pleurospilus		Lake_Tanganyika				
5308STDY7441595			19.0	2			Pseudosimochromis	curvifrons	F	Lake_Tanganyika				
5308STDY7441596			17.9	2			Petrochromis	fasciolatus	M	Lake_Tanganyika				
5308STDY7441597			18.5	2			Pseudosimochromis	curvifrons	M	Lake_Tanganyika				
5308STDY7441598			17.3	2			Neolamprologus	brevis	M	Lake_Tanganyika				
5308STDY7441599			20.1	2			Neolamprologus	brevis	F	Lake_Tanganyika				
5308STDY7441600			18.1	2			Petrochromis	fasciolatus		Lake_Tanganyika				
5308STDY7441601			17.6	2			Altolamprologus	compressiceps	M	Lake_Tanganyika				
5308STDY7441602			18.8	2			Pseudosimochromis	curvifrons	F	Lake_Tanganyika				
5308STDY7441603			22.4	2			Altolamprologus	compressiceps		Lake_Tanganyika				
5308STDY7441604			19.6	2			Petrochromis	polyodon	F	Lake_Tanganyika				
5308STDY7441605			21.4	2			Julidochromis	ornatus		Lake_Tanganyika				
5308STDY7441606			17.8	2			Petrochromis	polyodon	F	Lake_Tanganyika				
5308STDY7441607			18.4	2			Lamprologus	lemairii		Lake_Tanganyika				
5308STDY7441608			20.3	2			Julidochromis	ornatus		Lake_Tanganyika				
5308STDY7441609			18.3	2			Lamprologus	lemairii	M	Lake_Tanganyika				
5308STDY7441610			17.3	2			Cyphotilapia	gibberosa	M	Lake_Tanganyika				
5308STDY7441611			17.7	2			Bathybates	leo	M	Lake_Tanganyika				
