primary_id	durbin_id	species
CMASS6389744	CalMas431	Astatotilapia_calliptera
CMASS6608008	CalMas484	Astatotilapia_calliptera
cichl187580530	CalMas311	Astatotilapia_calliptera
cichl187580531	CalMas312	Astatotilapia_calliptera
CMASS6389749	CalMas436	Astatotilapia_calliptera
CMASS6608014	CalMas490	Astatotilapia_calliptera
CMASS6608017	CalMas493	Astatotilapia_calliptera
cichl187580532	CalMas313	Astatotilapia_calliptera
cichl187580533	CalMas314	Astatotilapia_calliptera
CMASS6389743	CalMas430	Astatotilapia_calliptera
CMASS6389750	CalMas437	Astatotilapia_calliptera
CMASS6608011	CalMas487	Astatotilapia_calliptera
CMASS6389742	CalMas429	Astatotilapia_calliptera
CMASS6389753	CalMas440	Astatotilapia_calliptera
cichl187580534	CalMas315	Astatotilapia_calliptera
CMASS6608022	CalMas498	Astatotilapia_calliptera
CMASS6608006	CalMas482	Astatotilapia_calliptera
CMASS6608009	CalMas485	Astatotilapia_calliptera
CMASS6389738	CalMas425	Astatotilapia_calliptera
CMASS6608004	CalMas480	Astatotilapia_calliptera
cichl187580535	CalMas316	Astatotilapia_calliptera
cichl187580536	CalMas317	Astatotilapia_calliptera
cichl187580537	CalMas318	Astatotilapia_calliptera
CMASS6389729	CalMas416	Astatotilapia_calliptera
CMASS6389728	CalMas415	Astatotilapia_calliptera
CMASS6389752	CalMas439	Astatotilapia_calliptera
CMASS6389754	CalMas441	Astatotilapia_calliptera
CMASS6389746	CalMas433	Astatotilapia_calliptera
CMASS6389741	CalMas428	Astatotilapia_calliptera
cichl187580538	CalMas319	Astatotilapia_calliptera
CMASS6389737	CalMas424	Astatotilapia_calliptera
CMASS6389755	CalMas442	Astatotilapia_calliptera
cichl187580539	CalMas320	Astatotilapia_calliptera
CMASS6389730	CalMas417	Astatotilapia_calliptera
CMASS6608042	CalMas518	Astatotilapia_calliptera
CMASS6389734	CalMas421	Astatotilapia_calliptera
CMASS6389736	CalMas423	Astatotilapia_calliptera
CMASS6607999	CalMas475	Astatotilapia_calliptera
CMASS6389732	CalMas419	Astatotilapia_calliptera
CMASS6389725	CalMas412	Astatotilapia_calliptera
CMASS6389731	CalMas418	Astatotilapia_calliptera
cichl187580540	CalMas321	Astatotilapia_calliptera
CMASS6389724	CalMas411	Astatotilapia_calliptera
CMASS6607992	CalMas468	Astatotilapia_calliptera
CMASS6389727	CalMas414	Astatotilapia_calliptera
CMASS6389733	CalMas420	Astatotilapia_calliptera
CMASS6608036	CalMas512	Astatotilapia_calliptera
CMASS6389723	CalMas410	Astatotilapia_calliptera
CMASS6607984	CalMas460	Astatotilapia_calliptera
cichl187580541	CalMas322	Astatotilapia_calliptera
CMASS6389726	CalMas413	Astatotilapia_calliptera
CMASS6389722	CalMas409	Astatotilapia_calliptera
CMASS6607982	CalMas458	Astatotilapia_calliptera
cichl187580542	CalMas323	Astatotilapia_calliptera
CMASS6389735	CalMas422	Astatotilapia_calliptera
CMASS6607998	CalMas474	Astatotilapia_calliptera
cichl187580543	CalMas324	Astatotilapia_calliptera
cichl187580544	CalMas325	Astatotilapia_calliptera
CMASS6607995	CalMas471	Astatotilapia_calliptera
CMASS6607985	CalMas461	Astatotilapia_calliptera
cichl187580545	CalMas326	Astatotilapia_calliptera
cichl187580546	CalMas327	Astatotilapia_calliptera
cichl187580547	CalMas328	Astatotilapia_calliptera
cichl187580548	CalMas329	Astatotilapia_calliptera
CMASS6608018	CalMas494	Astatotilapia_calliptera
cichl187580549	CalMas330	Astatotilapia_calliptera
CMASS6608019	CalMas495	Astatotilapia_calliptera
CMASS6608010	CalMas486	Astatotilapia_calliptera
cichl187580550	CalMas331	Astatotilapia_calliptera
cichl187580551	CalMas332	Astatotilapia_calliptera
CMASS6608013	CalMas489	Astatotilapia_calliptera
CMASS6608016	CalMas492	Astatotilapia_calliptera
cichl187580552	CalMas333	Astatotilapia_calliptera
cichl187580553	CalMas334	Astatotilapia_calliptera
CMASS6608012	CalMas488	Astatotilapia_calliptera
CMASS6608020	CalMas496	Astatotilapia_calliptera
CMASS6608026	CalMas502	Astatotilapia_calliptera
CMASS6608021	CalMas497	Astatotilapia_calliptera
CMASS6608024	CalMas500	Astatotilapia_calliptera
cichl187580554	CalMas335	Astatotilapia_calliptera
CMASS6608023	CalMas499	Astatotilapia_calliptera
cichl187580555	CalMas336	Astatotilapia_calliptera
cichl187580556	CalMas337	Astatotilapia_calliptera
CMASS6608015	CalMas491	Astatotilapia_calliptera
CMASS6608038	CalMas514	Astatotilapia_calliptera
cichl187580557	CalMas338	Astatotilapia_calliptera
cichl187580558	CalMas339	Astatotilapia_calliptera
cichl187580559	CalMas340	Astatotilapia_calliptera
CMASS6607987	CalMas463	Astatotilapia_calliptera
CMASS6608040	CalMas516	Astatotilapia_calliptera
cichl187580560	CalMas341	Astatotilapia_calliptera
CMASS6607996	CalMas472	Astatotilapia_calliptera
CMASS6607993	CalMas469	Astatotilapia_calliptera
cichl187580561	CalMas342	Astatotilapia_calliptera
cichl187580562	CalMas343	Astatotilapia_calliptera
cichl187580563	CalMas344	Astatotilapia_calliptera
cichl187580564	CalMas345	Astatotilapia_calliptera
CMASS6607989	CalMas465	Astatotilapia_calliptera
cichl187580565	CalMas346	Astatotilapia_calliptera
cichlid7050801	RhaChi5	Rhamphochromis_Chilingali
cichlid7050802	RhaChi6	Rhamphochromis_Chilingali
cichlid7050803	RhaChi7	Rhamphochromis_Chilingali
ILBCDS6101034	CalItu1	Astatotilapia_calliptera
ILBCDS6101035	CalItu2	Astatotilapia_calliptera
ILBCDS6101036	CalItu3	Astatotilapia_calliptera
ILBCDS6101037	CalItu4	Astatotilapia_calliptera
ILBCDS5879562	DipLim17	Diplotaxodon_limnothrissa
ILBCDS5438966	LetLet3	Lethrinops_lethrinus
ILBCDS5438965	LetLet2	Lethrinops_lethrinus
ILBCDS5438967	LetLet4	Lethrinops_lethrinus
ILBCDS5438981_LLO	LetLet4	Lethrinops_lethrinus
ILBCDS5879518	MylAna5	Mylochromis_anaphyrmus
ILBCDS5879519	MylAna6	Mylochromis_anaphyrmus
ILBCDS5879520	MylAna7	Mylochromis_anaphyrmus
ILBCDS5879521	MylAna8	Mylochromis_anaphyrmus
ILBCDS5879903	CalRuk1	Astatotilapia_calliptera
ILBCDS5879522	OtoSpe1	Otopharynx_speciosus
ILBCDS5879523	OtoSpe2	Otopharynx_speciosus
ILBCDS5879542	ProOrn13	Protomelas_ornatus
ILBCDS5879543	ProOrn14	Protomelas_ornatus
ILBCDS5879545	MylSub23	Mylochromis_subocularis
ILBCDS5879546	MylSub2	Mylochromis_subocularis
ILBCDS5879547	MylSub3	Mylochromis_subocularis
ILBCDS5879548	MylSub4	Mylochromis_subocularis
ILBCDS5879589	MylSub5	Mylochromis_subocularis
ILBCDS5879590	MylSub6	Mylochromis_subocularis
ILBCDS5879591	MylSub7	Mylochromis_subocularis
ILBCDS5879592	MylSub8	Mylochromis_subocularis
ILBCDS5879904	CalSon1	Astatotilapia_calliptera
ILBCDS5879905	CalRuk2	Astatotilapia_calliptera
ILBCDS5879535	TrePla13	Trematocranus_placodon
ILBCDS5879536	TrePla14	Trematocranus_placodon
ILBCDS5879537	TrePla15	Trematocranus_placodon
ILBCDS5879538	TrePla16	Trematocranus_placodon
