primary_id	durbin_id	species
cichlid6979174	MayZeb81	Maylandia_zebra
cichlid6979175	MayZeb82	Maylandia_zebra
cichlid6979176	CynAfr32	Cynotilapia_afra
cichlid6979177	CynAfr33	Cynotilapia_afra
cichlid6979178	CynAfr34	Cynotilapia_afra
cichlid6979179	CynAfr35	Cynotilapia_afra
cichlid6979180	CynAfr36	Cynotilapia_afra
cichlid6979181	CynAfr37	Cynotilapia_afra
cichlid6979182	CynAfr38	Cynotilapia_afra
cichlid6979183	CynAfr39	Cynotilapia_afra
cichlid6979184	CynAfr40	Cynotilapia_afra
cichlid6979185	CynAfr41	Cynotilapia_afra
cichlid6979186	CynAfr42	Cynotilapia_afra
cichlid6979187	CynAfr43	Cynotilapia_afra
cichlid6979188	CynAfr44	Cynotilapia_afra
cichlid6979189	CynAfr45	Cynotilapia_afra
cichlid6979190	CynAfr46	Cynotilapia_afra
cichlid6979191	CynAfr47	Cynotilapia_afra
cichlid6979192	CynAfr48	Cynotilapia_afra
cichlid6979193	CynAfr49	Cynotilapia_afra
cichlid6979194	CynAfr50	Cynotilapia_afra
cichlid6979195	CynAfr51	Cynotilapia_afra
cichlid6979196	CynAfr52	Cynotilapia_afra
cichlid6979197	CynAfr53	Cynotilapia_afra
cichlid6979198	MayZeb47	Maylandia_zebra
cichlid6979199	MayZeb48	Maylandia_zebra
cichlid6979200	MayZeb49	Maylandia_zebra
cichlid6979201	MayZeb50	Maylandia_zebra
cichlid6979202	MayZeb51	Maylandia_zebra
cichlid7050722	TroTro3	Tropheops_tropheops
cichlid7050723	TroTro4	Tropheops_tropheops
cichlid6780004	CopVir123	Copadichromis_virginalis
cichlid6780005	CopVir124	Copadichromis_virginalis
cichlid6780006	CopVir125	Copadichromis_virginalis
cichlid6780007	CopVir126	Copadichromis_virginalis
cichlid6780008	CopVir127	Copadichromis_virginalis
cichlid6780009	CopVir128	Copadichromis_virginalis
cichlid7050724	FosRos26	Fossorochromis_rostratus
cichlid7050725	FosRos27	Fossorochromis_rostratus
cichlid6979203	MayZeb52	Maylandia_zebra
cichlid6979204	MayZeb53	Maylandia_zebra
cichlid6979205	MayZeb54	Maylandia_zebra
cichlid6979206	MayZeb55	Maylandia_zebra
cichlid6979207	MayZeb56	Maylandia_zebra
cichlid6979208	MayZeb57	Maylandia_zebra
cichlid6979209	MayZeb58	Maylandia_zebra
cichlid6979210	MayZeb59	Maylandia_zebra
cichlid6979211	MayZeb60	Maylandia_zebra
cichlid6979212	MayZeb61	Maylandia_zebra
cichlid6979213	MayZeb62	Maylandia_zebra
cichlid6979214	MayZeb63	Maylandia_zebra
cichlid6979215	MayZeb64	Maylandia_zebra
cichlid6979216	MayZeb65	Maylandia_zebra
cichlid6979217	MayZeb66	Maylandia_zebra
cichlid6979218	MayZeb67	Maylandia_zebra
cichlid6979219	MayZeb68	Maylandia_zebra
cichlid6979220	MayZeb69	Maylandia_zebra
cichlid6979221	MayZeb70	Maylandia_zebra
cichlid6979222	MayZeb71	Maylandia_zebra
cichlid6979223	MayZeb72	Maylandia_zebra
cichlid6979224	MayZeb73	Maylandia_zebra
cichlid6979225	MayZeb74	Maylandia_zebra
cichlid6979226	MayZeb75	Maylandia_zebra
cichlid6979227	CynAfr54	Cynotilapia_afra
cichlid6979228	CynAfr55	Cynotilapia_afra
cichlid6979229	CynAfr56	Cynotilapia_afra
cichlid6979230	CynAfr57	Cynotilapia_afra
cichlid6979231	CynAfr58	Cynotilapia_afra
cichlid6979232	CynAfr59	Cynotilapia_afra
cichlid6979233	CynAfr60	Cynotilapia_afra
cichlid6979234	CynAfr61	Cynotilapia_afra
cichlid6979235	CynAfr62	Cynotilapia_afra
cichlid6979236	CynAfr63	Cynotilapia_afra
cichlid6979237	CynAfr64	Cynotilapia_afra
cichlid6979238	CynAfr65	Cynotilapia_afra
cichlid6979239	CynAfr66	Cynotilapia_afra
cichlid6979240	CynAfr67	Cynotilapia_afra
cichlid6979241	CynAfr68	Cynotilapia_afra
cichlid6979242	CynAfr69	Cynotilapia_afra
cichlid6979243	CynAfr70	Cynotilapia_afra
cichlid6979244	CynAfr71	Cynotilapia_afra
cichlid6979245	CynAfr72	Cynotilapia_afra
cichlid6979246	CynAfr73	Cynotilapia_afra
cichlid7050727	FosRos28	Fossorochromis_rostratus
cichlid7050728	FosRos29	Fossorochromis_rostratus
cichlid7050729	FosRos30	Fossorochromis_rostratus
cichlid7050730	FosRos31	Fossorochromis_rostratus
cichlid7050731	FosRos32	Fossorochromis_rostratus
cichlid7050732	FosRos33	Fossorochromis_rostratus
cichlid7050733	FosRos34	Fossorochromis_rostratus
cichlid7050734	FosRos35	Fossorochromis_rostratus
cichlid7050735	FosRos36	Fossorochromis_rostratus
cichl187579992	CalMas13	Astatotilapia_calliptera
cichl187579993	CalMas14	Astatotilapia_calliptera
cichl187579994	CalMas15	Astatotilapia_calliptera
cichl187579995	CalMas16	Astatotilapia_calliptera
cichl187579996	CalMas17	Astatotilapia_calliptera
cichl187579997	CalMas18	Astatotilapia_calliptera
cichl187579998	CalMas19	Astatotilapia_calliptera
cichl187579999	CalMas20	Astatotilapia_calliptera
cichl187580000	CalMas21	Astatotilapia_calliptera
cichl187580001	CalMas22	Astatotilapia_calliptera
cichl187580002	CalMas23	Astatotilapia_calliptera
cichl187580003	CalMas24	Astatotilapia_calliptera
cichl187580004	CalMas25	Astatotilapia_calliptera
cichl187580005	CalMas26	Astatotilapia_calliptera
cichl187580006	CalMas27	Astatotilapia_calliptera
cichl187580007	CalMas28	Astatotilapia_calliptera
cichl187580008	CalMas29	Astatotilapia_calliptera
cichl187580009	CalMas30	Astatotilapia_calliptera
cichl187580010	CalMas31	Astatotilapia_calliptera
cichl187580011	CalMas32	Astatotilapia_calliptera
cichl187580012	CalMas33	Astatotilapia_calliptera
cichl187580013	CalMas34	Astatotilapia_calliptera
cichl187580014	CalMas35	Astatotilapia_calliptera
cichl187580015	CalMas36	Astatotilapia_calliptera
cichl187580016	CalMas37	Astatotilapia_calliptera
cichl187580017	CalMas38	Astatotilapia_calliptera
cichl187580018	CalMas39	Astatotilapia_calliptera
cichl187580019	CalMas40	Astatotilapia_calliptera
cichl187580020	CalMas41	Astatotilapia_calliptera
cichl187580021	CalMas42	Astatotilapia_calliptera
cichl187580022	CalMas43	Astatotilapia_calliptera
cichl187580023	CalMas44	Astatotilapia_calliptera
cichl187580024	CalMas45	Astatotilapia_calliptera
cichl187580025	CalMas46	Astatotilapia_calliptera
cichl187580026	CalMas47	Astatotilapia_calliptera
cichl187580027	CalMas48	Astatotilapia_calliptera
cichl187580028	CalMas49	Astatotilapia_calliptera
cichl187580029	CalMas50	Astatotilapia_calliptera
cichl187580030	CalMas51	Astatotilapia_calliptera
cichl187580031	CalMas52	Astatotilapia_calliptera
cichl187580032	CalMas53	Astatotilapia_calliptera
cichl187580033	CalMas54	Astatotilapia_calliptera
cichl187580034	CalMas55	Astatotilapia_calliptera
cichl187580035	CalMas56	Astatotilapia_calliptera
cichl187580036	CalMas57	Astatotilapia_calliptera
cichl187580037	CalMas58	Astatotilapia_calliptera
cichl187580038	CalMas59	Astatotilapia_calliptera
cichl187580039	CalMas60	Astatotilapia_calliptera
cichl187580047	CalMas68	Astatotilapia_calliptera
cichl187580048	CalMas69	Astatotilapia_calliptera
cichl187580040	CalMas61	Astatotilapia_calliptera
cichl187580041	CalMas62	Astatotilapia_calliptera
cichl187580042	CalMas63	Astatotilapia_calliptera
cichl187580043	CalMas64	Astatotilapia_calliptera
cichl187580044	CalMas65	Astatotilapia_calliptera
cichl187580045	CalMas66	Astatotilapia_calliptera
cichl187580046	CalMas67	Astatotilapia_calliptera
cichl187580049	CalMas70	Astatotilapia_calliptera
cichl187580050	CalMas71	Astatotilapia_calliptera
cichl187580051	CalMas72	Astatotilapia_calliptera
cichl187580052	CalMas73	Astatotilapia_calliptera
cichl187580053	CalMas74	Astatotilapia_calliptera
cichl187580054	CalMas75	Astatotilapia_calliptera
cichl187580055	CalMas76	Astatotilapia_calliptera
cichl187580056	CalMas77	Astatotilapia_calliptera
cichl187580057	CalMas78	Astatotilapia_calliptera
cichl187580058	CalMas79	Astatotilapia_calliptera
cichl187580059	CalMas80	Astatotilapia_calliptera
cichl187580060	CalMas81	Astatotilapia_calliptera
cichl187580061	CalMas82	Astatotilapia_calliptera
cichl187580062	CalMas83	Astatotilapia_calliptera
cichl187580063	CalMas84	Astatotilapia_calliptera
cichl187580064	CalMas85	Astatotilapia_calliptera
cichl187580065	CalMas86	Astatotilapia_calliptera
cichl187580066	CalMas87	Astatotilapia_calliptera
cichl187580067	CalMas88	Astatotilapia_calliptera
cichl187580068	CalMas89	Astatotilapia_calliptera
cichl187580069	CalMas90	Astatotilapia_calliptera
cichl187580070	CalMas91	Astatotilapia_calliptera
cichl187580071	CalMas92	Astatotilapia_calliptera
cichl187580072	CalMas93	Astatotilapia_calliptera
cichl187580073	CalMas94	Astatotilapia_calliptera
cichl187580074	CalMas95	Astatotilapia_calliptera
cichl187580075	CalMas96	Astatotilapia_calliptera
cichl187580076	CalMas97	Astatotilapia_calliptera
cichl187580077	CalMas98	Astatotilapia_calliptera
cichl187580078	CalMas99	Astatotilapia_calliptera
cichl187580079	CalMas100	Astatotilapia_calliptera
cichl187580080	CalMas101	Astatotilapia_calliptera
cichl187580081	CalMas102	Astatotilapia_calliptera
cichl187580082	CalMas103	Astatotilapia_calliptera
cichl187580083	CalMas104	Astatotilapia_calliptera
cichl187580084	CalMas105	Astatotilapia_calliptera
cichl187580085	CalMas106	Astatotilapia_calliptera
cichl187580086	CalMas107	Astatotilapia_calliptera
cichl187580087	CalMas108	Astatotilapia_calliptera
cichl187580088	CalMas109	Astatotilapia_calliptera
cichl187580089	CalMas110	Astatotilapia_calliptera
cichl187580090	CalMas111	Astatotilapia_calliptera
cichl187580091	CalMas112	Astatotilapia_calliptera
cichl187580092	CalMas113	Astatotilapia_calliptera
cichl187580093	CalMas114	Astatotilapia_calliptera
cichl187580094	CalMas115	Astatotilapia_calliptera
cichl187580095	CalMas116	Astatotilapia_calliptera
cichl187580096	CalMas117	Astatotilapia_calliptera
cichl187580097	CalMas118	Astatotilapia_calliptera
cichl187580098	CalMas119	Astatotilapia_calliptera
cichl187580099	CalMas120	Astatotilapia_calliptera
cichl187580100	CalMas121	Astatotilapia_calliptera
cichl187580101	CalMas122	Astatotilapia_calliptera
cichl187580102	CalMas123	Astatotilapia_calliptera
cichl187580103	CalMas124	Astatotilapia_calliptera
cichl187580104	CalMas125	Astatotilapia_calliptera
cichl187580105	CalMas126	Astatotilapia_calliptera
cichl187580106	CalMas127	Astatotilapia_calliptera
cichl187580107	CalMas128	Astatotilapia_calliptera
cichl187580108	CalMas129	Astatotilapia_calliptera
cichl187580109	CalMas130	Astatotilapia_calliptera
cichl187580110	CalMas131	Astatotilapia_calliptera
cichl187580111	CalMas132	Astatotilapia_calliptera
cichl187580112	CalMas133	Astatotilapia_calliptera
cichl187580113	CalMas134	Astatotilapia_calliptera
cichl187580114	CalMas135	Astatotilapia_calliptera
cichl187580115	CalMas136	Astatotilapia_calliptera
cichl187580116	CalMas137	Astatotilapia_calliptera
cichl187580117	CalMas138	Astatotilapia_calliptera
cichl187580118	CalMas139	Astatotilapia_calliptera
cichl187580119	CalMas140	Astatotilapia_calliptera
cichl187580120	CalMas141	Astatotilapia_calliptera
cichl187580121	CalMas142	Astatotilapia_calliptera
cichl187580122	CalMas143	Astatotilapia_calliptera
cichl187580123	CalMas144	Astatotilapia_calliptera
cichl187580124	CalMas145	Astatotilapia_calliptera
cichl187580125	CalMas146	Astatotilapia_calliptera
cichl187580126	CalMas147	Astatotilapia_calliptera
cichl187580127	CalMas148	Astatotilapia_calliptera
cichl187580128	CalMas149	Astatotilapia_calliptera
cichl187580129	CalMas150	Astatotilapia_calliptera
cichl187580130	CalMas151	Astatotilapia_calliptera
cichl187580131	CalMas152	Astatotilapia_calliptera
cichl187580132	CalMas153	Astatotilapia_calliptera
cichl187580133	CalMas154	Astatotilapia_calliptera
cichl187580134	CalMas155	Astatotilapia_calliptera
cichl187580135	CalMas156	Astatotilapia_calliptera
cichl187580136	CalMas157	Astatotilapia_calliptera
cichl187580137	CalMas158	Astatotilapia_calliptera
cichl187580138	CalMas159	Astatotilapia_calliptera
cichl187580139	CalMas160	Astatotilapia_calliptera
cichl187580140	CalMas161	Astatotilapia_calliptera
cichl187580141	CalMas162	Astatotilapia_calliptera
cichl187580142	CalMas163	Astatotilapia_calliptera
cichl187580143	CalMas164	Astatotilapia_calliptera
cichl187580144	CalMas165	Astatotilapia_calliptera
cichl187580148	CalMas169	Astatotilapia_calliptera
cichl187580145	CalMas166	Astatotilapia_calliptera
cichl187580146	CalMas167	Astatotilapia_calliptera
cichl187580147	CalMas168	Astatotilapia_calliptera
cichl187580149	CalMas170	Astatotilapia_calliptera
cichl187580150	CalMas171	Astatotilapia_calliptera
cichl187580151	CalMas172	Astatotilapia_calliptera
cichl187580152	CalMas173	Astatotilapia_calliptera
cichl187580153	CalMas174	Astatotilapia_calliptera
cichl187580154	CalMas175	Astatotilapia_calliptera
cichl187580155	CalMas176	Astatotilapia_calliptera
cichl187580156	CalMas177	Astatotilapia_calliptera
cichl187580157	CalMas178	Astatotilapia_calliptera
cichl187580158	CalMas179	Astatotilapia_calliptera
cichl187580159	CalMas180	Astatotilapia_calliptera
cichl187580161	CalMas182	Astatotilapia_calliptera
cichl187580160	CalMas181	Astatotilapia_calliptera
cichl187580162	CalMas183	Astatotilapia_calliptera
cichl187580163	CalMas184	Astatotilapia_calliptera
cichl187580164	CalMas185	Astatotilapia_calliptera
cichl187580165	CalMas186	Astatotilapia_calliptera
cichl187580166	CalMas187	Astatotilapia_calliptera
cichl187580167	CalMas188	Astatotilapia_calliptera
cichl187580168	CalMas189	Astatotilapia_calliptera
cichl187580169	CalMas190	Astatotilapia_calliptera
cichl187580170	CalMas191	Astatotilapia_calliptera
cichl187580171	CalMas192	Astatotilapia_calliptera
cichl187580172	CalMas193	Astatotilapia_calliptera
cichl187580173	CalMas194	Astatotilapia_calliptera
cichl187580174	CalMas195	Astatotilapia_calliptera
cichl187580175	CalMas196	Astatotilapia_calliptera
cichl187580176	CalMas197	Astatotilapia_calliptera
cichl187580177	CalMas198	Astatotilapia_calliptera
cichl187580178	CalMas199	Astatotilapia_calliptera
cichl187580179	CalMas200	Astatotilapia_calliptera
cichl187580180	CalMas201	Astatotilapia_calliptera
cichl187580181	CalMas202	Astatotilapia_calliptera
cichl187580182	CalMas203	Astatotilapia_calliptera
cichl187580183	CalMas204	Astatotilapia_calliptera
cichl187580184	CalMas205	Astatotilapia_calliptera
cichl187580185	CalMas206	Astatotilapia_calliptera
cichl187580186	CalMas207	Astatotilapia_calliptera
cichl187580187	CalMas208	Astatotilapia_calliptera
cichl187580188	CalMas209	Astatotilapia_calliptera
cichl187580189	CalMas210	Astatotilapia_calliptera
cichl187580190	CalMas211	Astatotilapia_calliptera
cichl187580191	CalMas212	Astatotilapia_calliptera
cichl187580192	CalMas213	Astatotilapia_calliptera
cichl187580193	CalMas214	Astatotilapia_calliptera
cichl187580194	CalMas215	Astatotilapia_calliptera
cichl187580195	CalMas216	Astatotilapia_calliptera
cichl187580196	CalMas217	Astatotilapia_calliptera
cichl187580197	CalMas218	Astatotilapia_calliptera
cichl187580198	CalMas219	Astatotilapia_calliptera
cichl187580199	CalMas220	Astatotilapia_calliptera
cichl187580200	CalMas221	Astatotilapia_calliptera
cichl187580201	CalMas222	Astatotilapia_calliptera
cichl187580202	CalMas223	Astatotilapia_calliptera
cichl187580203	CalMas224	Astatotilapia_calliptera
cichl187580204	CalMas225	Astatotilapia_calliptera
cichl187580205	CalMas226	Astatotilapia_calliptera
cichl187580206	CalMas227	Astatotilapia_calliptera
cichl187580207	CalMas228	Astatotilapia_calliptera
cichl187580208	CalMas229	Astatotilapia_calliptera
cichl187580209	CalMas230	Astatotilapia_calliptera
cichl187580210	CalMas231	Astatotilapia_calliptera
cichl187580211	CalMas232	Astatotilapia_calliptera
cichl187580212	CalMas233	Astatotilapia_calliptera
cichl187580213	CalMas234	Astatotilapia_calliptera
cichl187580214	CalMas235	Astatotilapia_calliptera
cichl187580215	CalMas236	Astatotilapia_calliptera
cichl187580216	CalMas237	Astatotilapia_calliptera
cichl187580217	CalMas238	Astatotilapia_calliptera
cichl187580218	CalMas239	Astatotilapia_calliptera
cichl187580219	CalMas240	Astatotilapia_calliptera
cichl187580220	CalMas241	Astatotilapia_calliptera
cichl187580221	CalMas242	Astatotilapia_calliptera
cichl187580222	CalMas243	Astatotilapia_calliptera
cichl187580566	CalMas347	Astatotilapia_calliptera
cichl187580567	CalMas348	Astatotilapia_calliptera
cichl187580223	CalMas244	Astatotilapia_calliptera
cichl187580224	CalMas245	Astatotilapia_calliptera
cichl187580225	CalMas246	Astatotilapia_calliptera
cichl187580226	CalMas247	Astatotilapia_calliptera
cichl187580227	CalMas248	Astatotilapia_calliptera
cichl187580228	CalMas249	Astatotilapia_calliptera
cichl187580229	CalMas250	Astatotilapia_calliptera
cichl187580230	CalMas251	Astatotilapia_calliptera
cichl187580231	CalMas252	Astatotilapia_calliptera
ILBCDS5879571	DipMac1	Diplotaxodon_macrops
ILBCDS5879614	CalSal4	Astatotilapia_calliptera
ILBCDS5879616	CalSal5	Astatotilapia_calliptera
ILBCDS5879617	AulStu8	Aulonocara_stuartgranti
ILBCDS5879618	CalSal6	Astatotilapia_calliptera
ILBCDS5879615	AulStu7	Aulonocara_stuartgranti
ILBCDS5879906	CalEnu1	Astatotilapia_calliptera
cichlid7050799	RhaChi3	Rhamphochromis_Chilingali
cichlid7050800	RhaChi4	Rhamphochromis_Chilingali
CMASS6169436	CalMas349	Astatotilapia_calliptera
CMASS6169456	CalMas367	Astatotilapia_calliptera
cichl187580472	CalMas253	Astatotilapia_calliptera
CMASS6169457	CalMas368	Astatotilapia_calliptera
CMASS6607981	CalMas457	Astatotilapia_calliptera
cichl187580473	CalMas254	Astatotilapia_calliptera
CMASS6169478	CalMas389	Astatotilapia_calliptera
cichl187580474	CalMas255	Astatotilapia_calliptera
CMASS6607988	CalMas464	Astatotilapia_calliptera
cichl187580475	CalMas256	Astatotilapia_calliptera
CMASS6608052	CalMas528	Astatotilapia_calliptera
CMASS6169488	CalMas399	Astatotilapia_calliptera
cichl187580476	CalMas257	Astatotilapia_calliptera
cichl187580477	CalMas258	Astatotilapia_calliptera
CMASS6608005	CalMas481	Astatotilapia_calliptera
CMASS6169477	CalMas388	Astatotilapia_calliptera
CMASS6169463	CalMas374	Astatotilapia_calliptera
CMASS6169464	CalMas375	Astatotilapia_calliptera
cichl187580478	CalMas259	Astatotilapia_calliptera
CMASS6607991	CalMas467	Astatotilapia_calliptera
CMASS6169451	CalMas362	Astatotilapia_calliptera
CMASS6169479	CalMas390	Astatotilapia_calliptera
CMASS6169484	CalMas395	Astatotilapia_calliptera
CMASS6169483	CalMas394	Astatotilapia_calliptera
cichl187580479	CalMas260	Astatotilapia_calliptera
CMASS6169490	CalMas401	Astatotilapia_calliptera
CMASS6608003	CalMas479	Astatotilapia_calliptera
CMASS6169476	CalMas387	Astatotilapia_calliptera
CMASS6608031	CalMas507	Astatotilapia_calliptera
CMASS6169455	CalMas366	Astatotilapia_calliptera
CMASS6169452	CalMas363	Astatotilapia_calliptera
CMASS6607990	CalMas466	Astatotilapia_calliptera
cichl187580480	CalMas261	Astatotilapia_calliptera
CMASS6169466	CalMas377	Astatotilapia_calliptera
CMASS6169467	CalMas378	Astatotilapia_calliptera
cichl187580481	CalMas262	Astatotilapia_calliptera
CMASS6169480	CalMas391	Astatotilapia_calliptera
CMASS6389764	CalMas451	Astatotilapia_calliptera
CMASS6169481	CalMas392	Astatotilapia_calliptera
cichl187580482	CalMas263	Astatotilapia_calliptera
CMASS6389763	CalMas450	Astatotilapia_calliptera
CMASS6389757	CalMas444	Astatotilapia_calliptera
cichl187580483	CalMas264	Astatotilapia_calliptera
CMASS6169482	CalMas393	Astatotilapia_calliptera
CMASS6608048	CalMas524	Astatotilapia_calliptera
CMASS6169453	CalMas364	Astatotilapia_calliptera
cichl187580484	CalMas265	Astatotilapia_calliptera
CMASS6169454	CalMas365	Astatotilapia_calliptera
CMASS6608045	CalMas521	Astatotilapia_calliptera
CMASS6169443	CalMas355	Astatotilapia_calliptera
CMASS6169460	CalMas371	Astatotilapia_calliptera
CMASS6169448	CalMas359	Astatotilapia_calliptera
CMASS6608043	CalMas519	Astatotilapia_calliptera
cichl187580485	CalMas266	Astatotilapia_calliptera
CMASS6608046	CalMas522	Astatotilapia_calliptera
CMASS6169462	CalMas373	Astatotilapia_calliptera
CMASS6169449	CalMas360	Astatotilapia_calliptera
CMASS6169469	CalMas380	Astatotilapia_calliptera
CMASS6169437	CalMas350	Astatotilapia_calliptera
CMASS6169438	CalMas351	Astatotilapia_calliptera
CMASS6608044	CalMas520	Astatotilapia_calliptera
CMASS6608029	CalMas505	Astatotilapia_calliptera
CMASS6608028	CalMas504	Astatotilapia_calliptera
CMASS6169458	CalMas369	Astatotilapia_calliptera
cichl187580486	CalMas267	Astatotilapia_calliptera
CMASS6169459	CalMas370	Astatotilapia_calliptera
CMASS6608033	CalMas509	Astatotilapia_calliptera
cichl187580487	CalMas268	Astatotilapia_calliptera
CMASS6169439	CalMas352	Astatotilapia_calliptera
CMASS6389720	CalMas407	Astatotilapia_calliptera
cichl187580488	CalMas269	Astatotilapia_calliptera
CMASS6608039	CalMas515	Astatotilapia_calliptera
CMASS6608035	CalMas511	Astatotilapia_calliptera
CMASS6389756	CalMas443	Astatotilapia_calliptera
CMASS6169491	CalMas402	Astatotilapia_calliptera
CMASS6169493	CalMas404	Astatotilapia_calliptera
cichl187580489	CalMas270	Astatotilapia_calliptera
cichl187580490	CalMas271	Astatotilapia_calliptera
CMASS6608058	CalMas534	Astatotilapia_calliptera
cichl187580491	CalMas272	Astatotilapia_calliptera
CMASS6608054	CalMas530	Astatotilapia_calliptera
cichl187580492	CalMas273	Astatotilapia_calliptera
CMASS6169471	CalMas382	Astatotilapia_calliptera
CMASS6608056	CalMas532	Astatotilapia_calliptera
CMASS6608057	CalMas533	Astatotilapia_calliptera
CMASS6608053	CalMas529	Astatotilapia_calliptera
CMASS6389758	CalMas445	Astatotilapia_calliptera
CMASS6608055	CalMas531	Astatotilapia_calliptera
CMASS6169470	CalMas381	Astatotilapia_calliptera
CMASS6169489	CalMas400	Astatotilapia_calliptera
cichl187580493	CalMas274	Astatotilapia_calliptera
cichl187580494	CalMas275	Astatotilapia_calliptera
cichl187580495	CalMas276	Astatotilapia_calliptera
cichl187580496	CalMas277	Astatotilapia_calliptera
CMASS6608062	CalMas538	Astatotilapia_calliptera
CMASS6608066	CalMas542	Astatotilapia_calliptera
cichl187580497	CalMas278	Astatotilapia_calliptera
cichl187580498	CalMas279	Astatotilapia_calliptera
CMASS6608065	CalMas541	Astatotilapia_calliptera
cichl187580499	CalMas280	Astatotilapia_calliptera
CMASS6608063	CalMas539	Astatotilapia_calliptera
cichl187580500	CalMas281	Astatotilapia_calliptera
CMASS6169441	CalMas353	Astatotilapia_calliptera
CMASS6607986	CalMas462	Astatotilapia_calliptera
CMASS6607983	CalMas459	Astatotilapia_calliptera
cichl187580501	CalMas282	Astatotilapia_calliptera
CMASS6608034	CalMas510	Astatotilapia_calliptera
cichl187580502	CalMas283	Astatotilapia_calliptera
CMASS6608030	CalMas506	Astatotilapia_calliptera
CMASS6169442	CalMas354	Astatotilapia_calliptera
cichl187580503	CalMas284	Astatotilapia_calliptera
CMASS6608025	CalMas501	Astatotilapia_calliptera
CMASS6169494	CalMas405	Astatotilapia_calliptera
CMASS6169492	CalMas403	Astatotilapia_calliptera
cichl187580504	CalMas285	Astatotilapia_calliptera
cichl187580505	CalMas286	Astatotilapia_calliptera
CMASS6608060	CalMas536	Astatotilapia_calliptera
CMASS6608059	CalMas535	Astatotilapia_calliptera
cichl187580506	CalMas287	Astatotilapia_calliptera
cichl187580507	CalMas288	Astatotilapia_calliptera
CMASS6169472	CalMas383	Astatotilapia_calliptera
CMASS6169473	CalMas384	Astatotilapia_calliptera
CMASS6608067	CalMas543	Astatotilapia_calliptera
cichl187580508	CalMas289	Astatotilapia_calliptera
CMASS6608069	CalMas545	Astatotilapia_calliptera
cichl187580509	CalMas290	Astatotilapia_calliptera
cichl187580510	CalMas291	Astatotilapia_calliptera
CMASS6608064	CalMas540	Astatotilapia_calliptera
CMASS6608071	CalMas547	Astatotilapia_calliptera
cichl187580511	CalMas292	Astatotilapia_calliptera
CMASS6608049	CalMas525	Astatotilapia_calliptera
CMASS6608061	CalMas537	Astatotilapia_calliptera
cichl187580512	CalMas293	Astatotilapia_calliptera
cichl187580513	CalMas294	Astatotilapia_calliptera
CMASS6608041	CalMas517	Astatotilapia_calliptera
CMASS6608037	CalMas513	Astatotilapia_calliptera
CMASS6169445	CalMas357	Astatotilapia_calliptera
CMASS6169446	CalMas358	Astatotilapia_calliptera
CMASS6608032	CalMas508	Astatotilapia_calliptera
CMASS6389721	CalMas408	Astatotilapia_calliptera
CMASS6169461	CalMas372	Astatotilapia_calliptera
CMASS6608027	CalMas503	Astatotilapia_calliptera
cichl187580514	CalMas295	Astatotilapia_calliptera
CMASS6608070	CalMas546	Astatotilapia_calliptera
cichl187580515	CalMas296	Astatotilapia_calliptera
CMASS6608068	CalMas544	Astatotilapia_calliptera
cichl187580516	CalMas297	Astatotilapia_calliptera
CMASS6169474	CalMas385	Astatotilapia_calliptera
CMASS6169475	CalMas386	Astatotilapia_calliptera
cichl187580517	CalMas298	Astatotilapia_calliptera
cichl187580518	CalMas299	Astatotilapia_calliptera
CMASS6169444	CalMas356	Astatotilapia_calliptera
cichl187580519	CalMas300	Astatotilapia_calliptera
cichl187580520	CalMas301	Astatotilapia_calliptera
CMASS6608002	CalMas478	Astatotilapia_calliptera
CMASS6608001	CalMas477	Astatotilapia_calliptera
CMASS6608047	CalMas523	Astatotilapia_calliptera
CMASS6169465	CalMas376	Astatotilapia_calliptera
CMASS6389759	CalMas446	Astatotilapia_calliptera
CMASS6169450	CalMas361	Astatotilapia_calliptera
cichl187580521	CalMas302	Astatotilapia_calliptera
CMASS6607994	CalMas470	Astatotilapia_calliptera
CMASS6608050	CalMas526	Astatotilapia_calliptera
cichl187580522	CalMas303	Astatotilapia_calliptera
cichl187580523	CalMas304	Astatotilapia_calliptera
CMASS6608000	CalMas476	Astatotilapia_calliptera
CMASS6389760	CalMas447	Astatotilapia_calliptera
cichl187580524	CalMas305	Astatotilapia_calliptera
CMASS6389761	CalMas448	Astatotilapia_calliptera
CMASS6169468	CalMas379	Astatotilapia_calliptera
cichl187580525	CalMas306	Astatotilapia_calliptera
CMASS6608051	CalMas527	Astatotilapia_calliptera
cichl187580526	CalMas307	Astatotilapia_calliptera
CMASS6607997	CalMas473	Astatotilapia_calliptera
cichl187580527	CalMas308	Astatotilapia_calliptera
CMASS6389762	CalMas449	Astatotilapia_calliptera
CMASS6169487	CalMas398	Astatotilapia_calliptera
CMASS6169495	CalMas406	Astatotilapia_calliptera
CMASS6169485	CalMas396	Astatotilapia_calliptera
CMASS6169486	CalMas397	Astatotilapia_calliptera
CMASS6389745	CalMas432	Astatotilapia_calliptera
CMASS6389747	CalMas434	Astatotilapia_calliptera
cichl187580528	CalMas309	Astatotilapia_calliptera
CMASS6389751	CalMas438	Astatotilapia_calliptera
cichl187580529	CalMas310	Astatotilapia_calliptera
CMASS6389739	CalMas426	Astatotilapia_calliptera
CMASS6389748	CalMas435	Astatotilapia_calliptera
CMASS6389740	CalMas427	Astatotilapia_calliptera
CMASS6608007	CalMas483	Astatotilapia_calliptera
