primary_id	species
CMASS6389736	Astatotilapia_calliptera
CMASS6607999	Astatotilapia_calliptera
CMASS6389732	Astatotilapia_calliptera
CMASS6389725	Astatotilapia_calliptera
CMASS6389731	Astatotilapia_calliptera
cichl187580540	Astatotilapia_calliptera
CMASS6389724	Astatotilapia_calliptera
CMASS6607992	Astatotilapia_calliptera
CMASS6389727	Astatotilapia_calliptera
CMASS6389733	Astatotilapia_calliptera
CMASS6608036	Astatotilapia_calliptera
CMASS6389723	Astatotilapia_calliptera
CMASS6607984	Astatotilapia_calliptera
cichl187580541	Astatotilapia_calliptera
CMASS6389726	Astatotilapia_calliptera
CMASS6389722	Astatotilapia_calliptera
CMASS6607982	Astatotilapia_calliptera
cichl187580542	Astatotilapia_calliptera
CMASS6389735	Astatotilapia_calliptera
CMASS6607998	Astatotilapia_calliptera
cichl187580543	Astatotilapia_calliptera
cichl187580544	Astatotilapia_calliptera
CMASS6607995	Astatotilapia_calliptera
CMASS6607985	Astatotilapia_calliptera
cichl187580545	Astatotilapia_calliptera
cichl187580546	Astatotilapia_calliptera
cichl187580547	Astatotilapia_calliptera
cichl187580548	Astatotilapia_calliptera
CMASS6608018	Astatotilapia_calliptera
cichl187580549	Astatotilapia_calliptera
CMASS6608019	Astatotilapia_calliptera
CMASS6608010	Astatotilapia_calliptera
cichl187580550	Astatotilapia_calliptera
cichl187580551	Astatotilapia_calliptera
CMASS6608013	Astatotilapia_calliptera
CMASS6608016	Astatotilapia_calliptera
cichl187580552	Astatotilapia_calliptera
cichl187580553	Astatotilapia_calliptera
CMASS6608012	Astatotilapia_calliptera
CMASS6608020	Astatotilapia_calliptera
CMASS6608026	Astatotilapia_calliptera
CMASS6608021	Astatotilapia_calliptera
CMASS6608024	Astatotilapia_calliptera
cichl187580554	Astatotilapia_calliptera
CMASS6608023	Astatotilapia_calliptera
cichl187580555	Astatotilapia_calliptera
cichl187580556	Astatotilapia_calliptera
CMASS6608015	Astatotilapia_calliptera
CMASS6608038	Astatotilapia_calliptera
cichl187580557	Astatotilapia_calliptera
cichl187580558	Astatotilapia_calliptera
cichl187580559	Astatotilapia_calliptera
CMASS6607987	Astatotilapia_calliptera
CMASS6608040	Astatotilapia_calliptera
cichl187580560	Astatotilapia_calliptera
CMASS6607996	Astatotilapia_calliptera
CMASS6607993	Astatotilapia_calliptera
cichl187580561	Astatotilapia_calliptera
cichl187580562	Astatotilapia_calliptera
cichl187580563	Astatotilapia_calliptera
cichl187580564	Astatotilapia_calliptera
CMASS6607989	Astatotilapia_calliptera
cichl187580565	Astatotilapia_calliptera
ILBCDS6101034	Astatotilapia_calliptera
ILBCDS6101035	Astatotilapia_calliptera
ILBCDS6101036	Astatotilapia_calliptera
ILBCDS6101037	Astatotilapia_calliptera
ILBCDS5879903	Astatotilapia_calliptera
ILBCDS5879904	Astatotilapia_calliptera
ILBCDS5879905	Astatotilapia_calliptera
ILBCDS5879560	Alticorpus_peterdaviesi
cichlid7020246	Alticorpus_peterdaviesi
cichlid7020251	Alticorpus_peterdaviesi
cichlid7020253	Alticorpus_peterdaviesi
cichlid7020156	Alticorpus_peterdaviesi
cichlid7020157	Alticorpus_peterdaviesi
cichlid7020158	Alticorpus_peterdaviesi
cichlid7020159	Alticorpus_peterdaviesi
cichlid7020160	Alticorpus_peterdaviesi
cichlid7020161	Alticorpus_peterdaviesi
cichlid7020162	Alticorpus_peterdaviesi
cichlid7020163	Alticorpus_peterdaviesi
cichlid7020164	Alticorpus_peterdaviesi
cichlid7020165	Alticorpus_peterdaviesi
CICHM16429755	Alticorpus_peterdaviesi
CICHM16429756	Alticorpus_peterdaviesi
CICHM16429757	Alticorpus_peterdaviesi
cichlid7020166	Alticorpus_peterdaviesi
cichlid7020167	Alticorpus_peterdaviesi
cichlid7020168	Alticorpus_peterdaviesi
cichlid7020169	Alticorpus_peterdaviesi
cichlid7020170	Alticorpus_peterdaviesi
cichlid7020171	Alticorpus_peterdaviesi
cichlid6994143	Aulonocara_blue_orange
cichlid6994144	Aulonocara_blue_orange
cichlid6994145	Aulonocara_blue_orange
cichlid6994146	Aulonocara_blue_orange
cichlid6994184	Aulonocara_blue_orange
cichlid6994185	Aulonocara_blue_orange
cichlid6994186	Aulonocara_blue_orange
cichlid6994187	Aulonocara_blue_orange
cichlid6994188	Aulonocara_blue_orange
cichlid6994189	Aulonocara_blue_orange
cichlid7020291	Aulonocara_blue_orange
cichlid7020257	Aulonocara_slender_orange_back
cichlid7020266	Aulonocara_slender_orange_back
cichlid7020267	Aulonocara_slender_orange_back
cichlid7020268	Aulonocara_slender_orange_back
cichlid7020269	Aulonocara_slender_orange_back
cichlid7020270	Aulonocara_slender_orange_back
cichlid7020271	Aulonocara_slender_orange_back
cichlid7020272	Aulonocara_slender_orange_back
cichlid7020273	Aulonocara_slender_orange_back
cichlid7020274	Aulonocara_slender_orange_back
cichlid7020276	Aulonocara_slender_orange_back
cichlid7020277	Aulonocara_slender_orange_back
ILBCDS5879557	Aulonocara_yellow
cichlid7020178	Aulonocara_yellow
cichlid7020179	Aulonocara_yellow
cichlid7020180	Aulonocara_yellow
cichlid7020183	Aulonocara_yellow
cichlid7020184	Aulonocara_yellow
cichlid7020185	Aulonocara_yellow
cichlid7020186	Aulonocara_yellow
cichlid7020187	Aulonocara_yellow
cichlid7020188	Aulonocara_yellow
cichlid7020189	Aulonocara_yellow
cichlid7020190	Aulonocara_yellow
cichlid7020191	Aulonocara_yellow
ILBCDS5421995	Aulonocara_stuartgranti
ILBCDS5421994	Aulonocara_stuartgranti
ILBCDS5438973	Aulonocara_stuartgranti
ILBCDS5438972	Aulonocara_stuartgranti
ILBCDS5438974	Aulonocara_stuartgranti
ILBCDS5438982_AULO	Aulonocara_stuartgranti
cichlid7050633	Aulonocara_stuartgranti
cichlid7020364	Aulonocara_stuartgranti
ILBCDS5879617	Aulonocara_stuartgranti
ILBCDS5879615	Aulonocara_stuartgranti
ILBCDS5879552	Chilotilapia_rhoadesii
ILBCDS5879529	Chilotilapia_rhoadesii
ILBCDS5879530	Chilotilapia_rhoadesii
ILBCDS5879531	Chilotilapia_rhoadesii
cichlid7020286	Chilotilapia_rhoadesii
cichlid7020287	Chilotilapia_rhoadesii
cichlid7020125	Chilotilapia_rhoadesii
cichlid7020126	Chilotilapia_rhoadesii
cichlid7020127	Chilotilapia_rhoadesii
cichlid7050617	Chilotilapia_rhoadesii
cichlid7050618	Chilotilapia_rhoadesii
cichlid7050619	Chilotilapia_rhoadesii
cichlid7050620	Chilotilapia_rhoadesii
cichlid7050621	Chilotilapia_rhoadesii
cichlid7050622	Chilotilapia_rhoadesii
cichlid7050623	Chilotilapia_rhoadesii
cichlid7050624	Chilotilapia_rhoadesii
cichlid7050625	Chilotilapia_rhoadesii
CopAnsF17350487	Copadichromis_chrysonotus
CopAnsF17350486	Copadichromis_chrysonotus
CopAnsF17350490	Copadichromis_chrysonotus
CopAnsF17350489	Copadichromis_chrysonotus
CopAnsF17350491	Copadichromis_chrysonotus
CopAnsF17350488	Copadichromis_chrysonotus
CopAnsF17350484	Copadichromis_chrysonotus
CopAnsF17350483	Copadichromis_chrysonotus
CopAnsF17350485	Copadichromis_chrysonotus
CopAnsF17350480	Copadichromis_chrysonotus
CopAnsF17350482	Copadichromis_chrysonotus
CopAnsF17350481	Copadichromis_chrysonotus
CopAnsF17350479	Copadichromis_chrysonotus
CopAnsF17350478	Copadichromis_chrysonotus
CopAnsF17350476	Copadichromis_chrysonotus
CopAnsF17350475	Copadichromis_chrysonotus
CopAnsF17350473	Copadichromis_chrysonotus
CopAnsF17350472	Copadichromis_chrysonotus
CopAnsF17350469	Copadichromis_chrysonotus
CopAnsF17350470	Copadichromis_chrysonotus
CopAnsF17350477	Copadichromis_chrysonotus
CopAnsF17350474	Copadichromis_chrysonotus
CopAnsF17350471	Copadichromis_chrysonotus
CopAnsF17350468	Copadichromis_chrysonotus
cichlid6978967	Copadichromis_chrysonotus
cichlid6779889	Copadichromis_chrysonotus
cichlid6779890	Copadichromis_chrysonotus
cichlid6779891	Copadichromis_chrysonotus
cichlid6779892	Copadichromis_chrysonotus
cichlid6779893	Copadichromis_chrysonotus
cichlid6779894	Copadichromis_chrysonotus
cichlid6779895	Copadichromis_chrysonotus
cichlid6779896	Copadichromis_chrysonotus
cichlid6779897	Copadichromis_chrysonotus
cichlid6779898	Copadichromis_chrysonotus
cichlid6779899	Copadichromis_chrysonotus
cichlid6779900	Copadichromis_chrysonotus
cichlid6779901	Copadichromis_chrysonotus
cichlid6779902	Copadichromis_chrysonotus
cichlid6779903	Copadichromis_chrysonotus
cichlid6779904	Copadichromis_chrysonotus
cichlid6779905	Copadichromis_chrysonotus
cichlid6779906	Copadichromis_chrysonotus
cichlid6779907	Copadichromis_chrysonotus
cichlid6779908	Copadichromis_chrysonotus
cichlid6779909	Copadichromis_chrysonotus
cichlid6779910	Copadichromis_chrysonotus
cichlid6779911	Copadichromis_chrysonotus
cichlid6779912	Copadichromis_chrysonotus
cichlid6779913	Copadichromis_chrysonotus
cichlid6779914	Copadichromis_chrysonotus
cichlid6779915	Copadichromis_chrysonotus
cichlid6779916	Copadichromis_chrysonotus
cichlid6779917	Copadichromis_chrysonotus
cichlid6779918	Copadichromis_chrysonotus
cichlid7050678	Copadichromis_chrysonotus
cichlid7050679	Copadichromis_chrysonotus
cichlid7050680	Copadichromis_chrysonotus
cichlid7050681	Copadichromis_chrysonotus
cichlid7050682	Copadichromis_chrysonotus
cichlid7050683	Copadichromis_chrysonotus
cichlid7050684	Copadichromis_chrysonotus
cichlid7050685	Copadichromis_chrysonotus
cichlid6779936	Copadichromis_chrysonotus
cichlid6779937	Copadichromis_chrysonotus
cichlid6779938	Copadichromis_chrysonotus
cichlid6779939	Copadichromis_chrysonotus
cichlid6779941	Copadichromis_chrysonotus
cichlid6779942	Copadichromis_chrysonotus
cichlid6779946	Copadichromis_chrysonotus
cichlid6779947	Copadichromis_chrysonotus
cichlid6779948	Copadichromis_chrysonotus
cichlid6779949	Copadichromis_chrysonotus
cichlid6779950	Copadichromis_chrysonotus
cichlid6779951	Copadichromis_chrysonotus
cichlid6779952	Copadichromis_chrysonotus
cichlid6779953	Copadichromis_chrysonotus
cichlid6779954	Copadichromis_chrysonotus
cichlid6779955	Copadichromis_chrysonotus
cichlid6779956	Copadichromis_chrysonotus
cichlid6779962	Copadichromis_chrysonotus
cichlid6779963	Copadichromis_chrysonotus
cichlid6779965	Copadichromis_chrysonotus
cichlid6779966	Copadichromis_chrysonotus
cichlid6779967	Copadichromis_chrysonotus
cichlid6779968	Copadichromis_chrysonotus
cichlid6779969	Copadichromis_chrysonotus
cichlid6779970	Copadichromis_chrysonotus
cichlid6779971	Copadichromis_chrysonotus
cichlid6779972	Copadichromis_chrysonotus
cichlid7020365	Copadichromis_chrysonotus
cichlid7020366	Copadichromis_chrysonotus
cichlid6779991	Copadichromis_chrysonotus
cichlid6779992	Copadichromis_chrysonotus
cichlid6779993	Copadichromis_chrysonotus
cichlid6779994	Copadichromis_chrysonotus
cichlid6779995	Copadichromis_chrysonotus
cichlid6779996	Copadichromis_chrysonotus
cichlid6779997	Copadichromis_chrysonotus
cichlid6779998	Copadichromis_chrysonotus
cichlid6779999	Copadichromis_chrysonotus
cichlid6780000	Copadichromis_chrysonotus
cichlid6780001	Copadichromis_chrysonotus
cichlid6780002	Copadichromis_chrysonotus
cichlid6780003	Copadichromis_chrysonotus
cichlid7020383	Copadichromis_chrysonotus
cichlid7020384	Copadichromis_chrysonotus
cichlid7020386	Copadichromis_chrysonotus
cichlid7020387	Copadichromis_chrysonotus
cichlid7020388	Copadichromis_chrysonotus
CopAnsF17350462	Copadichromis_virginalis
CopAnsF17350458	Copadichromis_virginalis
CopAnsF17350461	Copadichromis_virginalis
CopAnsF17350467	Copadichromis_virginalis
CopAnsF17350456	Copadichromis_virginalis
CopAnsF17350463	Copadichromis_virginalis
CopAnsF17350459	Copadichromis_virginalis
CopAnsF17350465	Copadichromis_virginalis
CopAnsF17350464	Copadichromis_virginalis
CopAnsF17350455	Copadichromis_virginalis
CopAnsF17350446	Copadichromis_virginalis
CopAnsF17350457	Copadichromis_virginalis
CopAnsF17350447	Copadichromis_virginalis
CopAnsF17350448	Copadichromis_virginalis
CopAnsF17350445	Copadichromis_virginalis
CopAnsF17350451	Copadichromis_virginalis
CopAnsF17350450	Copadichromis_virginalis
CopAnsF17350454	Copadichromis_virginalis
CopAnsF17350449	Copadichromis_virginalis
CopAnsF17350452	Copadichromis_virginalis
ILBCDS5438977	Copadichromis_virginalis
ILBCDS5879585	Copadichromis_virginalis
ILBCDS5879587	Copadichromis_virginalis
ILBCDS5879525	Copadichromis_virginalis
ILBCDS5879526	Copadichromis_virginalis
ILBCDS5879527	Copadichromis_virginalis
ILBCDS5879528	Copadichromis_virginalis
CICHM16429598	Copadichromis_virginalis
CICHM16429736	Copadichromis_virginalis
CICHM16429737	Copadichromis_virginalis
CICHM16429738	Copadichromis_virginalis
cichlid6993932	Copadichromis_virginalis
cichlid6993933	Copadichromis_virginalis
cichlid6993934	Copadichromis_virginalis
cichlid6993935	Copadichromis_virginalis
cichlid6993936	Copadichromis_virginalis
cichlid6993937	Copadichromis_virginalis
cichlid6993938	Copadichromis_virginalis
cichlid6993939	Copadichromis_virginalis
cichlid6993940	Copadichromis_virginalis
cichlid6993941	Copadichromis_virginalis
cichlid6993942	Copadichromis_virginalis
cichlid6993943	Copadichromis_virginalis
cichlid6993944	Copadichromis_virginalis
cichlid6993945	Copadichromis_virginalis
cichlid6993946	Copadichromis_virginalis
cichlid6993947	Copadichromis_virginalis
cichlid6993948	Copadichromis_virginalis
CICHM16429739	Copadichromis_virginalis
cichlid6978974	Copadichromis_virginalis
CICHM16429601	Copadichromis_virginalis
CICHM16429602	Copadichromis_virginalis
CICHM16429603	Copadichromis_virginalis
cichlid6978975	Copadichromis_virginalis
CICHM16429740	Copadichromis_virginalis
CICHM16429596	Copadichromis_virginalis
CICHM16429597	Copadichromis_virginalis
cichlid6779865	Copadichromis_virginalis
cichlid6779866	Copadichromis_virginalis
cichlid6779867	Copadichromis_virginalis
cichlid6779868	Copadichromis_virginalis
cichlid6779869	Copadichromis_virginalis
cichlid6779870	Copadichromis_virginalis
cichlid6779871	Copadichromis_virginalis
cichlid6779872	Copadichromis_virginalis
cichlid6779873	Copadichromis_virginalis
cichlid6779874	Copadichromis_virginalis
cichlid6779875	Copadichromis_virginalis
cichlid6779876	Copadichromis_virginalis
cichlid6779877	Copadichromis_virginalis
cichlid6779878	Copadichromis_virginalis
cichlid6779879	Copadichromis_virginalis
cichlid6779880	Copadichromis_virginalis
cichlid6779881	Copadichromis_virginalis
cichlid6779882	Copadichromis_virginalis
cichlid6779883	Copadichromis_virginalis
cichlid6779884	Copadichromis_virginalis
cichlid6779885	Copadichromis_virginalis
cichlid6779886	Copadichromis_virginalis
cichlid6779887	Copadichromis_virginalis
cichlid6779888	Copadichromis_virginalis
cichlid7050677	Copadichromis_virginalis
cichlid6779919	Copadichromis_virginalis
cichlid6779920	Copadichromis_virginalis
cichlid6779921	Copadichromis_virginalis
cichlid6779922	Copadichromis_virginalis
cichlid6779923	Copadichromis_virginalis
cichlid6779924	Copadichromis_virginalis
cichlid6779925	Copadichromis_virginalis
cichlid6779926	Copadichromis_virginalis
cichlid6779927	Copadichromis_virginalis
cichlid6779928	Copadichromis_virginalis
cichlid6779929	Copadichromis_virginalis
cichlid6779930	Copadichromis_virginalis
cichlid6779931	Copadichromis_virginalis
cichlid6779932	Copadichromis_virginalis
cichlid6779933	Copadichromis_virginalis
cichlid6779934	Copadichromis_virginalis
cichlid6779935	Copadichromis_virginalis
cichlid7020325	Copadichromis_virginalis
cichlid7020326	Copadichromis_virginalis
cichlid7020327	Copadichromis_virginalis
cichlid7020328	Copadichromis_virginalis
cichlid7020329	Copadichromis_virginalis
cichlid7020330	Copadichromis_virginalis
cichlid7020331	Copadichromis_virginalis
cichlid6779943	Copadichromis_virginalis
cichlid6779957	Copadichromis_virginalis
cichlid6779958	Copadichromis_virginalis
cichlid6779959	Copadichromis_virginalis
cichlid6779961	Copadichromis_virginalis
cichlid6779973	Copadichromis_virginalis
cichlid6779974	Copadichromis_virginalis
cichlid6779975	Copadichromis_virginalis
cichlid6779976	Copadichromis_virginalis
cichlid6779977	Copadichromis_virginalis
cichlid6779978	Copadichromis_virginalis
cichlid6779979	Copadichromis_virginalis
cichlid6779980	Copadichromis_virginalis
cichlid6779981	Copadichromis_virginalis
cichlid6779982	Copadichromis_virginalis
cichlid6779983	Copadichromis_virginalis
cichlid6779984	Copadichromis_virginalis
cichlid6779985	Copadichromis_virginalis
cichlid6779986	Copadichromis_virginalis
cichlid6779987	Copadichromis_virginalis
cichlid6779988	Copadichromis_virginalis
cichlid6779989	Copadichromis_virginalis
cichlid6779990	Copadichromis_virginalis
cichlid7020343	Copadichromis_virginalis
cichlid7020344	Copadichromis_virginalis
cichlid7020376	Copadichromis_virginalis
cichlid6780004	Copadichromis_virginalis
cichlid6780005	Copadichromis_virginalis
cichlid6780006	Copadichromis_virginalis
cichlid6780007	Copadichromis_virginalis
cichlid6780008	Copadichromis_virginalis
cichlid6780009	Copadichromis_virginalis
ILBCDS5879555	Cynotilapia_afra
cichlid6978771	Cynotilapia_afra
cichlid6978773	Cynotilapia_afra
cichlid6978774	Cynotilapia_afra
cichlid6978881	Cynotilapia_afra
cichlid6978882	Cynotilapia_afra
cichlid6978883	Cynotilapia_afra
cichlid6978884	Cynotilapia_afra
cichlid6978885	Cynotilapia_afra
cichlid6978886	Cynotilapia_afra
cichlid6978959	Cynotilapia_afra
cichlid6978960	Cynotilapia_afra
cichlid6978961	Cynotilapia_afra
cichlid6979055	Cynotilapia_afra
cichlid6979056	Cynotilapia_afra
cichlid6979057	Cynotilapia_afra
cichlid6979058	Cynotilapia_afra
cichlid6979059	Cynotilapia_afra
cichlid6979060	Cynotilapia_afra
cichlid6979061	Cynotilapia_afra
cichlid6979165	Cynotilapia_afra
cichlid6979166	Cynotilapia_afra
cichlid6979167	Cynotilapia_afra
cichlid6979168	Cynotilapia_afra
cichlid6979172	Cynotilapia_afra
cichlid6979176	Cynotilapia_afra
cichlid6979177	Cynotilapia_afra
cichlid6979178	Cynotilapia_afra
cichlid6979179	Cynotilapia_afra
cichlid6979180	Cynotilapia_afra
cichlid6979181	Cynotilapia_afra
cichlid6979182	Cynotilapia_afra
cichlid6979183	Cynotilapia_afra
cichlid6979184	Cynotilapia_afra
cichlid6979185	Cynotilapia_afra
cichlid6979186	Cynotilapia_afra
cichlid6979187	Cynotilapia_afra
cichlid6979188	Cynotilapia_afra
cichlid6979189	Cynotilapia_afra
cichlid6979190	Cynotilapia_afra
cichlid6979191	Cynotilapia_afra
cichlid6979192	Cynotilapia_afra
cichlid6979193	Cynotilapia_afra
cichlid6979194	Cynotilapia_afra
cichlid6979195	Cynotilapia_afra
cichlid6979196	Cynotilapia_afra
cichlid6979197	Cynotilapia_afra
cichlid6979227	Cynotilapia_afra
cichlid6979228	Cynotilapia_afra
cichlid6979229	Cynotilapia_afra
cichlid6979230	Cynotilapia_afra
cichlid6979231	Cynotilapia_afra
cichlid6979232	Cynotilapia_afra
cichlid6979233	Cynotilapia_afra
cichlid6979234	Cynotilapia_afra
cichlid6979235	Cynotilapia_afra
cichlid6979236	Cynotilapia_afra
cichlid6979237	Cynotilapia_afra
cichlid6979238	Cynotilapia_afra
cichlid6979239	Cynotilapia_afra
cichlid6979240	Cynotilapia_afra
cichlid6979241	Cynotilapia_afra
cichlid6979242	Cynotilapia_afra
cichlid6979243	Cynotilapia_afra
cichlid6979244	Cynotilapia_afra
cichlid6979245	Cynotilapia_afra
cichlid6979246	Cynotilapia_afra
ILBCDS6101008	Dimidiochromis_kiwinge
cichlid6993894	Dimidiochromis_kiwinge
cichlid6993895	Dimidiochromis_kiwinge
CICHM16429697	Dimidiochromis_kiwinge
cichlid6993930	Dimidiochromis_kiwinge
CICHM16429698	Dimidiochromis_kiwinge
cichlid6994238	Dimidiochromis_kiwinge
CICHM16429699	Dimidiochromis_kiwinge
CICHM16429753	Dimidiochromis_kiwinge
CICHM16429754	Dimidiochromis_kiwinge
cichlid7020136	Dimidiochromis_kiwinge
ILBCDS5879554	Diplotaxodon_macrops_black_dorsal
cichlid6994046	Diplotaxodon_macrops_black_dorsal
cichlid6994047	Diplotaxodon_macrops_black_dorsal
cichlid6994048	Diplotaxodon_macrops_black_dorsal
cichlid6994049	Diplotaxodon_macrops_black_dorsal
cichlid6994052	Diplotaxodon_macrops_black_dorsal
cichlid6994053	Diplotaxodon_macrops_black_dorsal
cichlid6994054	Diplotaxodon_macrops_black_dorsal
cichlid6994055	Diplotaxodon_macrops_black_dorsal
cichlid6994056	Diplotaxodon_macrops_black_dorsal
cichlid6994057	Diplotaxodon_macrops_black_dorsal
cichlid6994058	Diplotaxodon_macrops_black_dorsal
cichlid6994059	Diplotaxodon_macrops_black_dorsal
cichlid6994060	Diplotaxodon_macrops_black_dorsal
cichlid6994061	Diplotaxodon_macrops_black_dorsal
cichlid6994062	Diplotaxodon_macrops_black_dorsal
CICHM16429648	Diplotaxodon_limnothrissa
CICHM16429649	Diplotaxodon_limnothrissa
CICHM16429650	Diplotaxodon_limnothrissa
CICHM16429651	Diplotaxodon_limnothrissa
CICHM16429652	Diplotaxodon_limnothrissa
CICHM16429653	Diplotaxodon_limnothrissa
CICHM16429654	Diplotaxodon_limnothrissa
CICHM16429655	Diplotaxodon_limnothrissa
CICHM16429656	Diplotaxodon_limnothrissa
CICHM16429657	Diplotaxodon_limnothrissa
CICHM16429658	Diplotaxodon_limnothrissa
CICHM16429659	Diplotaxodon_limnothrissa
cichlid7020261	Diplotaxodon_limnothrissa
CICHM16429645	Diplotaxodon_limnothrissa
CICHM16429646	Diplotaxodon_limnothrissa
CICHM16429647	Diplotaxodon_limnothrissa
cichlid7020345	Diplotaxodon_limnothrissa
cichlid7020346	Diplotaxodon_limnothrissa
cichlid7020347	Diplotaxodon_limnothrissa
cichlid7020348	Diplotaxodon_limnothrissa
cichlid7020349	Diplotaxodon_limnothrissa
cichlid7020350	Diplotaxodon_limnothrissa
cichlid7020351	Diplotaxodon_limnothrissa
cichlid7020352	Diplotaxodon_limnothrissa
cichlid7020353	Diplotaxodon_limnothrissa
cichlid7020354	Diplotaxodon_limnothrissa
cichlid7020355	Diplotaxodon_limnothrissa
cichlid7020356	Diplotaxodon_limnothrissa
cichlid7020357	Diplotaxodon_limnothrissa
cichlid7020358	Diplotaxodon_limnothrissa
cichlid7020359	Diplotaxodon_limnothrissa
cichlid7020360	Diplotaxodon_limnothrissa
ILBCDS5879562	Diplotaxodon_limnothrissa
ILBCDS5879563	Fossorochromis_rostratus
ILBCDS5879565	Fossorochromis_rostratus
ILBCDS5879570	Fossorochromis_rostratus
ILBCDS5879566	Fossorochromis_rostratus
CICHM16429702	Fossorochromis_rostratus
cichlid6994224	Fossorochromis_rostratus
cichlid6994229	Fossorochromis_rostratus
cichlid6994230	Fossorochromis_rostratus
cichlid6994234	Fossorochromis_rostratus
cichlid6994235	Fossorochromis_rostratus
cichlid6994242	Fossorochromis_rostratus
cichlid7050706	Fossorochromis_rostratus
cichlid7050707	Fossorochromis_rostratus
cichlid7050708	Fossorochromis_rostratus
cichlid7050709	Fossorochromis_rostratus
cichlid7020294	Fossorochromis_rostratus
cichlid7020295	Fossorochromis_rostratus
cichlid7020296	Fossorochromis_rostratus
cichlid7020297	Fossorochromis_rostratus
cichlid7020298	Fossorochromis_rostratus
cichlid7020299	Fossorochromis_rostratus
cichlid7020300	Fossorochromis_rostratus
cichlid7020301	Fossorochromis_rostratus
cichlid7020312	Fossorochromis_rostratus
cichlid7020313	Fossorochromis_rostratus
cichlid7020314	Fossorochromis_rostratus
cichlid7020382	Fossorochromis_rostratus
cichlid7050724	Fossorochromis_rostratus
cichlid7050725	Fossorochromis_rostratus
cichlid7050727	Fossorochromis_rostratus
cichlid7050728	Fossorochromis_rostratus
cichlid7050729	Fossorochromis_rostratus
cichlid7050730	Fossorochromis_rostratus
cichlid7050731	Fossorochromis_rostratus
cichlid7050732	Fossorochromis_rostratus
cichlid7050733	Fossorochromis_rostratus
cichlid7050734	Fossorochromis_rostratus
cichlid7050735	Fossorochromis_rostratus
CICHM16429678	Labeotropheus_fuelleborni
cichlid6978870	Labeotropheus_fuelleborni
cichlid6994064	Labeotropheus_fuelleborni
cichlid6994070	Labeotropheus_fuelleborni
cichlid6994071	Labeotropheus_fuelleborni
cichlid6994072	Labeotropheus_fuelleborni
CICHM16429679	Labeotropheus_fuelleborni
cichlid6994073	Labeotropheus_fuelleborni
cichlid6994074	Labeotropheus_fuelleborni
cichlid6994075	Labeotropheus_fuelleborni
cichlid6994082	Labeotropheus_fuelleborni
cichlid6994084	Labeotropheus_fuelleborni
cichlid6994090	Labeotropheus_fuelleborni
cichlid6994091	Labeotropheus_fuelleborni
cichlid6994092	Labeotropheus_fuelleborni
cichlid6994095	Labeotropheus_fuelleborni
cichlid6994096	Labeotropheus_fuelleborni
cichlid6994097	Labeotropheus_fuelleborni
cichlid6994098	Labeotropheus_fuelleborni
cichlid6994099	Labeotropheus_fuelleborni
cichlid6994100	Labeotropheus_fuelleborni
cichlid6994101	Labeotropheus_fuelleborni
cichlid6994120	Labeotropheus_fuelleborni
cichlid6994191	Labeotropheus_fuelleborni
CICHM16429680	Labeotropheus_fuelleborni
cichlid6994192	Labeotropheus_fuelleborni
CICHM16429681	Labeotropheus_fuelleborni
ILBCDS5879569	Labeotropheus_trewavasae
CICHM16429674	Labeotropheus_trewavasae
CICHM16429675	Labeotropheus_trewavasae
cichlid6993999	Labeotropheus_trewavasae
cichlid6994000	Labeotropheus_trewavasae
cichlid6994001	Labeotropheus_trewavasae
cichlid6994002	Labeotropheus_trewavasae
cichlid6994003	Labeotropheus_trewavasae
cichlid6994004	Labeotropheus_trewavasae
cichlid6994065	Labeotropheus_trewavasae
cichlid6994066	Labeotropheus_trewavasae
cichlid6994067	Labeotropheus_trewavasae
cichlid6994068	Labeotropheus_trewavasae
cichlid6994069	Labeotropheus_trewavasae
CICHM16429676	Labeotropheus_trewavasae
cichlid6994076	Labeotropheus_trewavasae
cichlid6994077	Labeotropheus_trewavasae
cichlid6994078	Labeotropheus_trewavasae
cichlid6994079	Labeotropheus_trewavasae
cichlid6994080	Labeotropheus_trewavasae
cichlid6994081	Labeotropheus_trewavasae
cichlid6994085	Labeotropheus_trewavasae
cichlid6994086	Labeotropheus_trewavasae
cichlid6994087	Labeotropheus_trewavasae
cichlid6994088	Labeotropheus_trewavasae
cichlid6994089	Labeotropheus_trewavasae
cichlid6994093	Labeotropheus_trewavasae
cichlid6994094	Labeotropheus_trewavasae
CICHM16429677	Labeotropheus_trewavasae
cichlid7020362	Labeotropheus_trewavasae
ILBCDS5422001	Lethrinops_gossei
cichlid7020241	Lethrinops_gossei
cichlid7020242	Lethrinops_gossei
cichlid7020243	Lethrinops_gossei
cichlid7020244	Lethrinops_gossei
cichlid7020245	Lethrinops_gossei
CICHM16429747	Lethrinops_gossei
CICHM16429781	Lethrinops_gossei
CICHM16429749	Lethrinops_gossei
cichlid7020137	Lethrinops_gossei
cichlid7020138	Lethrinops_gossei
cichlid7020139	Lethrinops_gossei
cichlid7020140	Lethrinops_gossei
cichlid7020141	Lethrinops_gossei
cichlid7020142	Lethrinops_gossei
cichlid7020143	Lethrinops_gossei
cichlid7020144	Lethrinops_gossei
cichlid7020145	Lethrinops_gossei
cichlid7020146	Lethrinops_gossei
cichlid7050711	Lethrinops_gossei
ILBCDS5421990	Lethrinops_lethrinus
cichlid7050655	Lethrinops_lethrinus
