primary_id	species
cichl187580207	Astatotilapia_calliptera
cichl187580208	Astatotilapia_calliptera
cichl187580209	Astatotilapia_calliptera
cichl187580210	Astatotilapia_calliptera
cichl187580211	Astatotilapia_calliptera
cichl187580212	Astatotilapia_calliptera
cichl187580213	Astatotilapia_calliptera
cichl187580214	Astatotilapia_calliptera
cichl187580215	Astatotilapia_calliptera
cichl187580216	Astatotilapia_calliptera
cichl187580217	Astatotilapia_calliptera
cichl187580218	Astatotilapia_calliptera
cichl187580219	Astatotilapia_calliptera
cichl187580220	Astatotilapia_calliptera
cichl187580221	Astatotilapia_calliptera
cichl187580222	Astatotilapia_calliptera
cichl187580566	Astatotilapia_calliptera
cichl187580567	Astatotilapia_calliptera
cichl187580223	Astatotilapia_calliptera
cichl187580224	Astatotilapia_calliptera
cichl187580225	Astatotilapia_calliptera
cichl187580226	Astatotilapia_calliptera
cichl187580227	Astatotilapia_calliptera
cichl187580228	Astatotilapia_calliptera
cichl187580229	Astatotilapia_calliptera
cichl187580230	Astatotilapia_calliptera
cichl187580231	Astatotilapia_calliptera
ILBCDS5879614	Astatotilapia_calliptera
ILBCDS5879616	Astatotilapia_calliptera
ILBCDS5879618	Astatotilapia_calliptera
ILBCDS5879906	Astatotilapia_calliptera
CMASS6169436	Astatotilapia_calliptera
CMASS6169456	Astatotilapia_calliptera
cichl187580472	Astatotilapia_calliptera
CMASS6169457	Astatotilapia_calliptera
CMASS6607981	Astatotilapia_calliptera
cichl187580473	Astatotilapia_calliptera
CMASS6169478	Astatotilapia_calliptera
cichl187580474	Astatotilapia_calliptera
CMASS6607988	Astatotilapia_calliptera
cichl187580475	Astatotilapia_calliptera
CMASS6608052	Astatotilapia_calliptera
CMASS6169488	Astatotilapia_calliptera
cichl187580476	Astatotilapia_calliptera
cichl187580477	Astatotilapia_calliptera
CMASS6608005	Astatotilapia_calliptera
CMASS6169477	Astatotilapia_calliptera
CMASS6169463	Astatotilapia_calliptera
CMASS6169464	Astatotilapia_calliptera
cichl187580478	Astatotilapia_calliptera
CMASS6607991	Astatotilapia_calliptera
CMASS6169451	Astatotilapia_calliptera
CMASS6169479	Astatotilapia_calliptera
CMASS6169484	Astatotilapia_calliptera
CMASS6169483	Astatotilapia_calliptera
cichl187580479	Astatotilapia_calliptera
CMASS6169490	Astatotilapia_calliptera
CMASS6608003	Astatotilapia_calliptera
CMASS6169476	Astatotilapia_calliptera
CMASS6608031	Astatotilapia_calliptera
CMASS6169455	Astatotilapia_calliptera
CMASS6169452	Astatotilapia_calliptera
CMASS6607990	Astatotilapia_calliptera
cichl187580480	Astatotilapia_calliptera
CMASS6169466	Astatotilapia_calliptera
CMASS6169467	Astatotilapia_calliptera
cichl187580481	Astatotilapia_calliptera
CMASS6169480	Astatotilapia_calliptera
CMASS6389764	Astatotilapia_calliptera
CMASS6169481	Astatotilapia_calliptera
cichl187580482	Astatotilapia_calliptera
CMASS6389763	Astatotilapia_calliptera
CMASS6389757	Astatotilapia_calliptera
cichl187580483	Astatotilapia_calliptera
CMASS6169482	Astatotilapia_calliptera
CMASS6608048	Astatotilapia_calliptera
CMASS6169453	Astatotilapia_calliptera
cichl187580484	Astatotilapia_calliptera
CMASS6169454	Astatotilapia_calliptera
CMASS6608045	Astatotilapia_calliptera
CMASS6169443	Astatotilapia_calliptera
CMASS6169460	Astatotilapia_calliptera
CMASS6169448	Astatotilapia_calliptera
CMASS6608043	Astatotilapia_calliptera
cichl187580485	Astatotilapia_calliptera
CMASS6608046	Astatotilapia_calliptera
CMASS6169462	Astatotilapia_calliptera
CMASS6169449	Astatotilapia_calliptera
CMASS6169469	Astatotilapia_calliptera
CMASS6169437	Astatotilapia_calliptera
CMASS6169438	Astatotilapia_calliptera
CMASS6608044	Astatotilapia_calliptera
CMASS6608029	Astatotilapia_calliptera
CMASS6608028	Astatotilapia_calliptera
CMASS6169458	Astatotilapia_calliptera
cichl187580486	Astatotilapia_calliptera
CMASS6169459	Astatotilapia_calliptera
CMASS6608033	Astatotilapia_calliptera
cichl187580487	Astatotilapia_calliptera
CMASS6169439	Astatotilapia_calliptera
CMASS6389720	Astatotilapia_calliptera
cichl187580488	Astatotilapia_calliptera
CMASS6608039	Astatotilapia_calliptera
CMASS6608035	Astatotilapia_calliptera
CMASS6389756	Astatotilapia_calliptera
CMASS6169491	Astatotilapia_calliptera
CMASS6169493	Astatotilapia_calliptera
cichl187580489	Astatotilapia_calliptera
cichl187580490	Astatotilapia_calliptera
CMASS6608058	Astatotilapia_calliptera
cichl187580491	Astatotilapia_calliptera
CMASS6608054	Astatotilapia_calliptera
cichl187580492	Astatotilapia_calliptera
CMASS6169471	Astatotilapia_calliptera
CMASS6608056	Astatotilapia_calliptera
CMASS6608057	Astatotilapia_calliptera
CMASS6608053	Astatotilapia_calliptera
CMASS6389758	Astatotilapia_calliptera
CMASS6608055	Astatotilapia_calliptera
CMASS6169470	Astatotilapia_calliptera
CMASS6169489	Astatotilapia_calliptera
cichl187580493	Astatotilapia_calliptera
cichl187580494	Astatotilapia_calliptera
cichl187580495	Astatotilapia_calliptera
cichl187580496	Astatotilapia_calliptera
CMASS6608062	Astatotilapia_calliptera
CMASS6608066	Astatotilapia_calliptera
cichl187580497	Astatotilapia_calliptera
cichl187580498	Astatotilapia_calliptera
CMASS6608065	Astatotilapia_calliptera
cichl187580499	Astatotilapia_calliptera
CMASS6608063	Astatotilapia_calliptera
cichl187580500	Astatotilapia_calliptera
CMASS6169441	Astatotilapia_calliptera
CMASS6607986	Astatotilapia_calliptera
CMASS6607983	Astatotilapia_calliptera
cichl187580501	Astatotilapia_calliptera
CMASS6608034	Astatotilapia_calliptera
cichl187580502	Astatotilapia_calliptera
CMASS6608030	Astatotilapia_calliptera
CMASS6169442	Astatotilapia_calliptera
cichl187580503	Astatotilapia_calliptera
CMASS6608025	Astatotilapia_calliptera
CMASS6169494	Astatotilapia_calliptera
CMASS6169492	Astatotilapia_calliptera
cichl187580504	Astatotilapia_calliptera
cichl187580505	Astatotilapia_calliptera
CMASS6608060	Astatotilapia_calliptera
CMASS6608059	Astatotilapia_calliptera
cichl187580506	Astatotilapia_calliptera
cichl187580507	Astatotilapia_calliptera
CMASS6169472	Astatotilapia_calliptera
CMASS6169473	Astatotilapia_calliptera
CMASS6608067	Astatotilapia_calliptera
cichl187580508	Astatotilapia_calliptera
CMASS6608069	Astatotilapia_calliptera
cichl187580509	Astatotilapia_calliptera
cichl187580510	Astatotilapia_calliptera
CMASS6608064	Astatotilapia_calliptera
CMASS6608071	Astatotilapia_calliptera
cichl187580511	Astatotilapia_calliptera
CMASS6608049	Astatotilapia_calliptera
CMASS6608061	Astatotilapia_calliptera
cichl187580512	Astatotilapia_calliptera
cichl187580513	Astatotilapia_calliptera
CMASS6608041	Astatotilapia_calliptera
CMASS6608037	Astatotilapia_calliptera
CMASS6169445	Astatotilapia_calliptera
CMASS6169446	Astatotilapia_calliptera
CMASS6608032	Astatotilapia_calliptera
CMASS6389721	Astatotilapia_calliptera
CMASS6169461	Astatotilapia_calliptera
CMASS6608027	Astatotilapia_calliptera
cichl187580514	Astatotilapia_calliptera
CMASS6608070	Astatotilapia_calliptera
cichl187580515	Astatotilapia_calliptera
CMASS6608068	Astatotilapia_calliptera
cichl187580516	Astatotilapia_calliptera
CMASS6169474	Astatotilapia_calliptera
CMASS6169475	Astatotilapia_calliptera
cichl187580517	Astatotilapia_calliptera
cichl187580518	Astatotilapia_calliptera
CMASS6169444	Astatotilapia_calliptera
cichl187580519	Astatotilapia_calliptera
cichl187580520	Astatotilapia_calliptera
CMASS6608002	Astatotilapia_calliptera
CMASS6608001	Astatotilapia_calliptera
CMASS6608047	Astatotilapia_calliptera
CMASS6169465	Astatotilapia_calliptera
CMASS6389759	Astatotilapia_calliptera
CMASS6169450	Astatotilapia_calliptera
cichl187580521	Astatotilapia_calliptera
CMASS6607994	Astatotilapia_calliptera
CMASS6608050	Astatotilapia_calliptera
cichl187580522	Astatotilapia_calliptera
cichl187580523	Astatotilapia_calliptera
CMASS6608000	Astatotilapia_calliptera
CMASS6389760	Astatotilapia_calliptera
cichl187580524	Astatotilapia_calliptera
CMASS6389761	Astatotilapia_calliptera
CMASS6169468	Astatotilapia_calliptera
cichl187580525	Astatotilapia_calliptera
CMASS6608051	Astatotilapia_calliptera
cichl187580526	Astatotilapia_calliptera
CMASS6607997	Astatotilapia_calliptera
cichl187580527	Astatotilapia_calliptera
CMASS6389762	Astatotilapia_calliptera
CMASS6169487	Astatotilapia_calliptera
CMASS6169495	Astatotilapia_calliptera
CMASS6169485	Astatotilapia_calliptera
CMASS6169486	Astatotilapia_calliptera
CMASS6389745	Astatotilapia_calliptera
CMASS6389747	Astatotilapia_calliptera
cichl187580528	Astatotilapia_calliptera
CMASS6389751	Astatotilapia_calliptera
cichl187580529	Astatotilapia_calliptera
CMASS6389739	Astatotilapia_calliptera
CMASS6389748	Astatotilapia_calliptera
CMASS6389740	Astatotilapia_calliptera
CMASS6608007	Astatotilapia_calliptera
CMASS6389744	Astatotilapia_calliptera
CMASS6608008	Astatotilapia_calliptera
cichl187580530	Astatotilapia_calliptera
cichl187580531	Astatotilapia_calliptera
CMASS6389749	Astatotilapia_calliptera
CMASS6608014	Astatotilapia_calliptera
CMASS6608017	Astatotilapia_calliptera
cichl187580532	Astatotilapia_calliptera
cichl187580533	Astatotilapia_calliptera
CMASS6389743	Astatotilapia_calliptera
CMASS6389750	Astatotilapia_calliptera
CMASS6608011	Astatotilapia_calliptera
CMASS6389742	Astatotilapia_calliptera
CMASS6389753	Astatotilapia_calliptera
cichl187580534	Astatotilapia_calliptera
CMASS6608022	Astatotilapia_calliptera
CMASS6608006	Astatotilapia_calliptera
CMASS6608009	Astatotilapia_calliptera
CMASS6389738	Astatotilapia_calliptera
CMASS6608004	Astatotilapia_calliptera
cichl187580535	Astatotilapia_calliptera
cichl187580536	Astatotilapia_calliptera
cichl187580537	Astatotilapia_calliptera
CMASS6389729	Astatotilapia_calliptera
CMASS6389728	Astatotilapia_calliptera
CMASS6389752	Astatotilapia_calliptera
CMASS6389754	Astatotilapia_calliptera
CMASS6389746	Astatotilapia_calliptera
CMASS6389741	Astatotilapia_calliptera
cichl187580538	Astatotilapia_calliptera
CMASS6389737	Astatotilapia_calliptera
CMASS6389755	Astatotilapia_calliptera
cichl187580539	Astatotilapia_calliptera
CMASS6389730	Astatotilapia_calliptera
CMASS6608042	Astatotilapia_calliptera
CMASS6389734	Astatotilapia_calliptera
