primary_id	genus	species	sex	location	sublocation
cichl187580492	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6169471	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608056	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608057	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608053	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389758	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608055	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169470	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169489	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580493	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580494	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580495	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580496	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608062	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608066	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580497	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580498	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608065	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580499	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608063	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580500	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6169441	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6607986	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6607983	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580501	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608034	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580502	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608030	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169442	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580503	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608025	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169494	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169492	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580504	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580505	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608060	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608059	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580506	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580507	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6169472	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169473	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608067	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580508	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608069	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580509	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580510	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608064	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608071	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580511	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608049	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608061	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580512	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580513	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608041	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608037	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169445	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169446	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608032	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389721	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169461	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608027	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580514	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608070	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580515	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608068	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580516	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6169474	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169475	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580517	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580518	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6169444	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580519	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580520	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608002	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608001	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608047	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169465	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389759	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169450	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580521	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6607994	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608050	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580522	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580523	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608000	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389760	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580524	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6389761	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169468	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580525	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608051	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580526	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6607997	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580527	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6389762	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169487	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169495	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169485	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6169486	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389745	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389747	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580528	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6389751	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580529	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6389739	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389748	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389740	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608007	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389744	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608008	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580530	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580531	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6389749	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608014	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608017	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580532	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580533	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6389743	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389750	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608011	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389742	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389753	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580534	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608022	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608006	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608009	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389738	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608004	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580535	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580536	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580537	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6389729	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389728	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389752	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389754	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389746	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389741	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580538	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6389737	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389755	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580539	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6389730	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608042	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389734	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389736	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6607999	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389732	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389725	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389731	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580540	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6389724	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6607992	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389727	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389733	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608036	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389723	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6607984	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580541	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6389726	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6389722	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6607982	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580542	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6389735	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6607998	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580543	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580544	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6607995	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6607985	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580545	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580546	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580547	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580548	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608018	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580549	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608019	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608010	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580550	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580551	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608013	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608016	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580552	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580553	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608012	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608020	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608026	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608021	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608024	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580554	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608023	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580555	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580556	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6608015	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608038	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580557	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580558	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580559	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6607987	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6608040	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580560	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6607996	Astatotilapia	calliptera	NA	Lake_Masoko	NA
CMASS6607993	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580561	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580562	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580563	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichl187580564	Astatotilapia	calliptera	M	Lake_Masoko	NA
CMASS6607989	Astatotilapia	calliptera	NA	Lake_Masoko	NA
cichl187580565	Astatotilapia	calliptera	M	Lake_Masoko	NA
cichlid7050801	Rhamphochromis	"Chilingali"	NA	NA	NA
cichlid7050802	Rhamphochromis	"Chilingali"	NA	NA	NA
cichlid7050803	Rhamphochromis	"Chilingali"	NA	NA	NA
ILBCDS6101034	Astatotilapia	calliptera	NA	Itupi_river	Lower_Itupi
ILBCDS6101035	Astatotilapia	calliptera	NA	Itupi_river	Lower_Itupi
ILBCDS6101036	Astatotilapia	calliptera	NA	Itupi_river	Lower_Itupi
ILBCDS6101037	Astatotilapia	calliptera	NA	Itupi_river	Upper_Itupi
ILBCDS5879562	Diplotaxodon	limnothrissa	M	Southeast_arm	NA
ILBCDS5438966	Lethrinops	lethrinus	M	Mazinzi_reef	NA
ILBCDS5438965	Lethrinops	lethrinus	F	Mazinzi_reef	NA
ILBCDS5438967	Lethrinops	lethrinus	NA	Mazinzi_reef	NA
ILBCDS5438981_LLO	Lethrinops	lethrinus	NA	Mazinzi_reef	NA
ILBCDS5879518	Mylochromis	anaphyrmus	NA	NA	NA
ILBCDS5879519	Mylochromis	anaphyrmus	NA	NA	NA
ILBCDS5879520	Mylochromis	anaphyrmus	NA	NA	NA
ILBCDS5879521	Mylochromis	anaphyrmus	NA	NA	NA
ILBCDS5879903	Astatotilapia	calliptera	NA	North_Rukuru_river	NA
ILBCDS5879522	Otopharynx	speciosus	NA	NA	NA
ILBCDS5879523	Otopharynx	speciosus	NA	NA	NA
ILBCDS5879542	Protomelas	ornatus	NA	NA	NA
ILBCDS5879543	Protomelas	ornatus	NA	NA	NA
ILBCDS5879545	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge
ILBCDS5879546	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge
ILBCDS5879547	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge
ILBCDS5879548	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge
ILBCDS5879589	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge
ILBCDS5879590	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge
ILBCDS5879591	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge
ILBCDS5879592	Mylochromis	subocularis	NA	Southeast_arm	Nachengwa_lodge
ILBCDS5879904	Astatotilapia	calliptera	NA	Songwe_river	NA
ILBCDS5879905	Astatotilapia	calliptera	NA	South_Rukuru_river	NA
ILBCDS5879535	Trematocranus	placodon	NA	NA	NA
ILBCDS5879536	Trematocranus	placodon	NA	NA	NA
ILBCDS5879537	Trematocranus	placodon	NA	NA	NA
ILBCDS5879538	Trematocranus	placodon	NA	NA	NA
