primary_id	genus	species	sex	location	sublocation
cichlid6993928	Tropheops	"black"	NA	Nkhata_Bay	Playground_point
CICHM16429569	Petrotilapia	genalutea	M	Nkhata_Bay	NA
cichlid6993929	Protomelas	labridens	F	Nkhata_Bay	NA
cichlid6993930	Dimidiochromis	kiwinge	NA	Nkhata_Bay	NA
cichlid6993931	Protomelas	kirkii	NA	Nkhata_Bay	NA
CICHM16429598	Copadichromis	virginalis	NA	Nkhata_Bay	NA
CICHM16429736	Copadichromis	virginalis	NA	Nkhata_Bay	NA
CICHM16429737	Copadichromis	virginalis	NA	Nkhata_Bay	NA
CICHM16429738	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993932	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993933	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993934	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993935	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993936	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993937	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993938	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993939	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993940	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993941	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993942	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993943	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993944	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993945	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993946	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993947	Copadichromis	virginalis	NA	Nkhata_Bay	NA
cichlid6993948	Copadichromis	virginalis	NA	Nkhata_Bay	NA
CICHM16429617	Rhamphochromis	longiceps	M	Nkhata_Bay	NA
CICHM16429619	Rhamphochromis	longiceps	M	Nkhata_Bay	NA
CICHM16429620	Rhamphochromis	longiceps	M	Nkhata_Bay	NA
cichlid6993949	Petrotilapia	microgalana	M	Nkhata_Bay	Playground_point
cichlid6993951	Tropheops	sp.	NA	Nkhata_Bay	Playground_point
cichlid6993952	Tropheops	"olive"	M	Nkhata_Bay	Playground_point
cichlid6993953	Sciaenochromis	sp.	M	Nkhata_Bay	Playground_point
cichlid6978787	Rhamphochromis	woodi	M	Nkhata_Bay	NA
CICHM16429682	Tyrannochromis	nigriventer	F	Nkhata_Bay	Playground_point
cichlid6978788	Diplotaxodon	"holochromis"	F	Nkhata_Bay	NA
CICHM16429641	Maylandia	zebra	M	Nkhata_Bay	Playground_point
cichlid6978789	Tropheops	"mauve"	M	Nkhata_Bay	Playground_point
cichlid6993954	Tropheops	"black"	M	Nkhata_Bay	Playground_point
CICHM16429667	Labidochromis	caeruleus	NA	Monkey_Bay	Playground_point
cichlid6978790	Cynotilapia	aurifrons	M	Nkhata_Bay	Playground_point
cichlid6993955	Protomelas	spilopterus	M?	Nkhata_Bay	Playground_point
cichlid6993956	Otopharynx	brooksi	M	Nkhata_Bay	Playground_point
cichlid6993957	Tropheops	"red fin"	F	Nkhata_Bay	Playground_point
cichlid6993958	Melanochromis	robustus	NA	Nkhata_Bay	Playground_point
cichlid6978863	Pseudotropheus	elegans	M	Nkhata_Bay	Playground_point
cichlid6993959	Tropheops	"black"	M	Nkhata_Bay	Playground_point
CICHM16429674	Labeotropheus	trewavasae	M	Nkhata_Bay	Playground_point
cichlid6993960	Tropheops	"olive"	M	Nkhata_Bay	Playground_point
cichlid6993961	Tropheops	"black"	F	Nkhata_Bay	Playground_point
CICHM16429642	Maylandia	zebra	F	Nkhata_Bay	Playground_point
cichlid6993962	Petrotilapia	microgalana	F	Nkhata_Bay	Playground_point
CICHM16429643	Maylandia	zebra	F	Nkhata_Bay	Playground_point
CICHM16429722	Rhamphochromis	"grey"	NA	Nkhata_Bay	NA
CICHM16429621	Rhamphochromis	longiceps	M	Nkhata_Bay	NA
cichlid6993963	Labidochromis	sp.	NA	Nkhata_Bay	Playground_point
cichlid6978864	Chindongo	minutus	NA	Nkhata_Bay	Playground_point
CICHM16429678	Labeotropheus	fuelleborni	NA	Nkhata_Bay	Viking_reef
CICHM16429694	Protomelas	similis	NA	Nkhata_Bay	Viking_reef
cichlid6978865	Pseudotropheus	fuscus	NA	Nkhata_Bay	Viking_reef
cichlid6978866	Tropheops	"band"	NA	Nkhata_Bay	Viking_reef
cichlid6993964	Tropheops	"band"	NA	Nkhata_Bay	Viking_reef
cichlid6993965	Tropheops	"band"	NA	Nkhata_Bay	Viking_reef
cichlid6993966	Tropheops	"band"	NA	Nkhata_Bay	Viking_reef
cichlid6993967	Tropheops	"band"	NA	Nkhata_Bay	Viking_reef
cichlid6993968	Tropheops	sp.	NA	Nkhata_Bay	Viking_reef
cichlid6978867	Tropheops	"band"	NA	Nkhata_Bay	Viking_reef
cichlid6993969	Aulonocara	sp.	M	Nkhata_Bay	Viking_reef
cichlid6993970	Aulonocara	sp.	NA	Nkhata_Bay	Viking_reef
CICHM16429688	Buccochromis	rhoadesii	NA	Chilumba	Chiweta_beach
CICHM16429691	Buccochromis	nototaenia	NA	Chilumba	Chiweta_beach
cichlid6993971	Hemitaeniochromis	urotaenia	NA	Chilumba	Chiweta_beach
cichlid6993972	Otopharynx	speciosus	NA	Chilumba	Chiweta_beach
CICHM16429703	Mylochromis	anaphyrmus	NA	Chilumba	Chiweta_beach
CICHM16429706	Aulonocara	rostratum	NA	Chilumba	Chiweta_beach
cichlid6993973	Placidochromis	polli	NA	Chilumba	Chiweta_beach
cichlid6993974	Placidochromis	polli	NA	Chilumba	Chiweta_beach
cichlid6993975	Placidochromis	polli	M	Chilumba	Chiweta_beach
CICHM16429570	Petrotilapia	genalutea	M	Chilumba	Mphanga_rocks
CICHM16429571	Petrotilapia	genalutea	M	Chilumba	Mphanga_rocks
CICHM16429572	Petrotilapia	genalutea	M	Chilumba	Mphanga_rocks
cichlid6993976	Petrotilapia	"black flanks"	M	Chilumba	Mphanga_rocks
cichlid6993977	Petrotilapia	"ruare"	M	Chilumba	Mphanga_rocks
cichlid6978868	Tropheops	"orange head"	M	Chilumba	Mphanga_rocks
cichlid6993978	Tropheops	'c.f. "orange head"'	M	Chilumba	Mphanga_rocks
cichlid6993979	Tropheops	'c.f. "orange head"'	M	Chilumba	Mphanga_rocks
cichlid6993980	Tropheops	'c.f. "orange head"'	M	Chilumba	Mphanga_rocks
cichlid6978869	Tropheops	"chilumba"	M	Chilumba	Mphanga_rocks
cichlid6993981	Tropheops	"chilumba"	M	Chilumba	Mphanga_rocks
cichlid6993982	Tropheops	"chilumba"	M	Chilumba	Mphanga_rocks
cichlid6993983	Tropheops	"chilumba"	M	Chilumba	Mphanga_rocks
cichlid6993984	Tropheops	"chilumba"	M	Chilumba	Mphanga_rocks
cichlid6993985	Tropheops	"chilumba"	M	Chilumba	Mphanga_rocks
cichlid6993986	Tropheops	'c.f. "orange head"'	M	Chilumba	Mphanga_rocks
cichlid6993988	Tropheops	'c.f. "orange head"'	M	Chilumba	Mphanga_rocks
cichlid6993989	Tropheops	"chilumba"	M	Chilumba	Mphanga_rocks
cichlid6993990	Tropheops	"chilumba"	M	Chilumba	Mphanga_rocks
cichlid6993991	Tropheops	"chilumba"	NA	Chilumba	Mphanga_rocks
cichlid6993992	Tropheops	"chilumba"	NA	Chilumba	Mphanga_rocks
cichlid6993993	Tropheops	"chilumba"	NA	Chilumba	Mphanga_rocks
cichlid6993994	Tropheops	"chilumba"	NA	Chilumba	Mphanga_rocks
cichlid6993995	Tropheops	"chilumba"	NA	Chilumba	Mphanga_rocks
cichlid6993996	Tropheops	"chilumba"	NA	Chilumba	Mphanga_rocks
cichlid6993997	Tropheops	"chilumba"	NA	Chilumba	Mphanga_rocks
cichlid6993998	Tropheops	"chilumba"	NA	Chilumba	Mphanga_rocks
CICHM16429675	Labeotropheus	trewavasae	M	Chilumba	Mphanga_rocks
cichlid6993999	Labeotropheus	trewavasae	M	Chilumba	Mphanga_rocks
cichlid6994000	Labeotropheus	trewavasae	M	Chilumba	Mphanga_rocks
cichlid6994001	Labeotropheus	trewavasae	M	Chilumba	Mphanga_rocks
cichlid6994002	Labeotropheus	trewavasae	M	Chilumba	Mphanga_rocks
cichlid6994003	Labeotropheus	trewavasae	F	Chilumba	Mphanga_rocks
cichlid6994004	Labeotropheus	trewavasae	F	Chilumba	Mphanga_rocks
cichlid6978870	Labeotropheus	fuelleborni	F	Chilumba	Mphanga_rocks
cichlid6978871	Maylandia	"pearly"	M	Chilumba	Mphanga_rocks
cichlid6994005	Maylandia	"pearly"	M	Chilumba	Mphanga_rocks
cichlid6994006	Maylandia	"pearly"	F	Chilumba	Mphanga_rocks
cichlid6994007	Maylandia	"pearly"	F	Chilumba	Mphanga_rocks
cichlid6994008	Maylandia	"pearly"	F	Chilumba	Mphanga_rocks
cichlid6994009	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
CICHM16429725	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994010	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994011	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994012	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994013	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994014	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994015	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994016	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994017	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994018	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994019	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994020	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994021	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994022	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994023	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994024	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994025	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994026	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994027	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
CICHM16429726	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
cichlid6994028	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks
cichlid6994029	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks
cichlid6994030	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks
cichlid6994031	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks
cichlid6994032	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks
cichlid6994033	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks
cichlid6994034	Maylandia	fainzilberi	M	Chilumba	Mphanga_rocks
CICHM16429727	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks
cichlid6994035	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks
cichlid6994036	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks
cichlid6994037	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks
cichlid6994038	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks
cichlid6994039	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks
cichlid6994040	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks
cichlid6994041	Maylandia	fainzilberi	F?	Chilumba	Mphanga_rocks
CICHM16429728	Maylandia	fainzilberi	F?	Chilumba	Mphanga_rocks
cichlid6994042	Maylandia	fainzilberi	F?	Chilumba	Mphanga_rocks
cichlid6978872	Copadichromis	borleyi	M	Chilumba	Mphanga_rocks
cichlid6994043	Maylandia	fainzilberi	F?	Chilumba	Mphanga_rocks
cichlid6994044	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks
cichlid6994045	Maylandia	fainzilberi	NA	Chilumba	Mphanga_rocks
cichlid6978873	Diplotaxodon	argenteus	M?	Chilumba	Chilumba_main_beach
CICHM16429622	Rhamphochromis	longiceps	M	Chilumba	Chilumba_main_beach
cichlid6978874	Diplotaxodon	macrops	M	Chilumba	Chilumba_main_beach
cichlid6994046	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994047	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994048	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994049	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
CICHM16429719	Diplotaxodon	"limnothrissa black pelvic"	M	Chilumba	Chilumba_main_beach
CICHM16429652	Diplotaxodon	limnothrissa	M	Chilumba	Chilumba_main_beach
CICHM16429653	Diplotaxodon	limnothrissa	M	Chilumba	Chilumba_main_beach
CICHM16429623	Rhamphochromis	longiceps	NA	Chilumba	Chilumba_main_beach
cichlid6994050	Maylandia	fainzilberi	F	Chilumba	Mphanga_rocks
cichlid6994051	Maylandia	emmiltos	M	Chilumba	Mphanga_rocks
CICHM16429654	Diplotaxodon	limnothrissa	F	Chilumba	Chilumba_main_beach
CICHM16429655	Diplotaxodon	limnothrissa	M	Chilumba	Chilumba_main_beach
cichlid6978875	Diplotaxodon	"holochromis"	M	Chilumba	Chilumba_main_beach
cichlid6994052	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994053	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994054	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994055	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994056	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994057	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994058	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994059	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994060	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994061	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
cichlid6994062	Diplotaxodon	"macrops black dorsal"	M	Chilumba	Chilumba_main_beach
CICHM16429604	Protomelas	ornatus	NA	Chilumba	Luwino_reef
cichlid6994063	Stigmatochromis	modestus	M	Chilumba	Luwino_reef
CICHM16429605	Protomelas	ornatus	M	Chilumba	Luwino_reef
cichlid6994064	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef
cichlid6994065	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef
cichlid6994066	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef
cichlid6994067	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef
cichlid6994068	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef
cichlid6994069	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef
cichlid6994070	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef
cichlid6994071	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef
cichlid6994072	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef
CICHM16429679	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef
cichlid6994073	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef
cichlid6994074	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef
CICHM16429676	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef
cichlid6994075	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef
cichlid6994076	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef
cichlid6994077	Labeotropheus	trewavasae	NA	Chilumba	Luwino_reef
cichlid6994078	Labeotropheus	trewavasae	NA	Chilumba	Luwino_reef
cichlid6994079	Labeotropheus	trewavasae	F	Chilumba	Luwino_reef
cichlid6994080	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef
cichlid6994081	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef
cichlid6994082	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef
cichlid6994084	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef
cichlid6994085	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef
cichlid6994086	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef
cichlid6994087	Labeotropheus	trewavasae	F?	Chilumba	Luwino_reef
cichlid6994088	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef
cichlid6994089	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef
cichlid6994090	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef
cichlid6994091	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef
cichlid6994092	Labeotropheus	fuelleborni	F?	Chilumba	Luwino_reef
cichlid6994093	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef
cichlid6994094	Labeotropheus	trewavasae	M	Chilumba	Luwino_reef
cichlid6994095	Labeotropheus	fuelleborni	NA	Chilumba	Luwino_reef
cichlid6994096	Labeotropheus	fuelleborni	NA	Chilumba	Luwino_reef
cichlid6994097	Labeotropheus	fuelleborni	NA	Chilumba	Luwino_reef
cichlid6994098	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef
cichlid6994099	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef
cichlid6994100	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef
cichlid6994101	Labeotropheus	fuelleborni	F	Chilumba	Luwino_reef
CICHM16429573	Petrotilapia	genalutea	M	Chilumba	Luwino_reef
CICHM16429574	Petrotilapia	genalutea	M	Chilumba	Luwino_reef
CICHM16429575	Petrotilapia	genalutea	M	Chilumba	Luwino_reef
CICHM16429729	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994102	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994103	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994104	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994105	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994106	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994107	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994108	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994109	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994110	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994111	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994112	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994113	Maylandia	fainzilberi	F?	Chilumba	Luwino_reef
cichlid6994114	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994115	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994116	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994117	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994118	Maylandia	fainzilberi	M	Chilumba	Luwino_reef
cichlid6994119	Maylandia	fainzilberi	F?	Chilumba	Luwino_reef
CICHM16429746	Petrotilapia	sp.	F	Chilumba	Luwino_reef
cichlid6994120	Labeotropheus	fuelleborni	M	Chilumba	Luwino_reef
cichlid6994121	Maylandia	"pearly"	M	Chilumba	Luwino_reef
cichlid6994122	Maylandia	"pearly"	M	Chilumba	Luwino_reef
cichlid6994123	Maylandia	"pearly"	M	Chilumba	Luwino_reef
cichlid6994124	Maylandia	"pearly"	M	Chilumba	Luwino_reef
cichlid6994125	Maylandia	"pearly"	M	Chilumba	Luwino_reef
cichlid6994126	Maylandia	"pearly"	M	Chilumba	Luwino_reef
cichlid6994127	Maylandia	"pearly"	F	Chilumba	Luwino_reef
cichlid6994128	Maylandia	"pearly"	F	Chilumba	Luwino_reef
cichlid6994129	Maylandia	"pearly"	F	Chilumba	Luwino_reef
cichlid6994130	Maylandia	"pearly"	F	Chilumba	Luwino_reef
cichlid6994131	Maylandia	"pearly"	F	Chilumba	Luwino_reef
cichlid6994132	Maylandia	"pearly"	F	Chilumba	Luwino_reef
cichlid6994133	Otopharynx	speciosus	F?	Chilumba	Chiweta_beach
cichlid6994134	Otopharynx	speciosus	NA	Chilumba	Chiweta_beach
cichlid6994135	Otopharynx	'c.f. "decorus"'	F	Chilumba	Chiweta_beach
cichlid6994136	Otopharynx	'c.f. "decorus"'	F	Chilumba	Chiweta_beach
CICHM16429695	Protomelas	similis	F	Chilumba	Chiweta_beach
CICHM16429716	Sciaenochromis	'c.f. benthicola'	M	Chilumba	Chiweta_beach
cichlid6994137	Sciaenochromis	sp.	NA	Chilumba	Chiweta_beach
CICHM16429712	Lethrinops	longipinnis	F	Chilumba	Chiweta_beach
cichlid6994138	Otopharynx	'c.f. "decorus"'	M	Chilumba	Chiweta_beach
cichlid6994139	Tropheops	sp.	M	Chilumba	Chiweta_beach
cichlid6994140	Maylandia	fainzilberi	M	Chilumba	Chitande_island
CICHM16429672	Chindongo	elongatus	NA	Chilumba	Chitande_island
cichlid6994141	Maylandia	callainos	M	Chilumba	Chitande_island
cichlid6994142	Maylandia	callainos	F	Chilumba	Chitande_island
cichlid6994143	Aulonocara	"blue orange"	M	Chilumba	Chilumba_jetty
cichlid6994144	Aulonocara	"blue orange"	M	Chilumba	Chilumba_jetty
cichlid6994145	Aulonocara	"blue orange"	M	Chilumba	Chilumba_jetty
cichlid6994146	Aulonocara	"blue orange"	M	Chilumba	Chilumba_jetty
cichlid6994147	Aulonocara	'c.f. ethelwynnae'	M	Chilumba	Chilumba_jetty
cichlid6994148	Aulonocara	'c.f. ethelwynnae'	M	Chilumba	Chilumba_jetty
cichlid6994149	Maylandia	fainzilberi	M	Chilumba	Chitande_island
cichlid6994150	Maylandia	fainzilberi	M	Chilumba	Chitande_island
cichm16429730	Maylandia	fainzilberi	M	Chilumba	Chitande_island
cichlid6994151	Maylandia	fainzilberi	M	Chilumba	Chitande_island
cichlid6994152	Maylandia	fainzilberi	M	Chilumba	Chitande_island
cichlid6994153	Maylandia	fainzilberi	M	Chilumba	Chitande_island
cichlid6994154	Maylandia	fainzilberi	M	Chilumba	Chitande_island
cichlid6994155	Maylandia	fainzilberi	M	Chilumba	Chitande_island
cichlid6994156	Maylandia	fainzilberi	M	Chilumba	Chitande_island
cichlid6994157	Maylandia	fainzilberi	M	Chilumba	Chitande_island
cichlid6994158	Maylandia	fainzilberi	M	Chilumba	Chitande_island
cichlid6994159	Maylandia	fainzilberi	F?	Chilumba	Chitande_island
cichlid6994160	Maylandia	fainzilberi	F?	Chilumba	Chitande_island
cichlid6994161	Maylandia	fainzilberi	F?	Chilumba	Chitande_island
cichlid6994162	Maylandia	fainzilberi	F?	Chilumba	Chitande_island
cichlid6994163	Maylandia	fainzilberi	F?	Chilumba	Chitande_island
cichlid6994164	Maylandia	callainos	M	Chilumba	Chitande_island
cichlid6994165	Maylandia	callainos	M	Chilumba	Chitande_island
CICHM16429739	Copadichromis	virginalis	M	Chilumba	Chiweta_beach
cichlid6994166	Maylandia	callainos	M	Chilumba	Chitande_island
cichlid6994167	Maylandia	callainos	M	Chilumba	Chitande_island
cichlid6994168	Maylandia	callainos	M	Chilumba	Chitande_island
cichlid6994169	Maylandia	callainos	M	Chilumba	Chitande_island
cichlid6994170	Maylandia	callainos	M	Chilumba	Chitande_island
cichlid6994171	Maylandia	callainos	M	Chilumba	Chitande_island
cichlid6994172	Maylandia	callainos	M	Chilumba	Chitande_island
cichlid6994173	Maylandia	callainos	M	Chilumba	Chitande_island
cichlid6994174	Maylandia	callainos	F	Chilumba	Chitande_island
cichlid6994175	Maylandia	callainos	F	Chilumba	Chitande_island
cichlid6994176	Maylandia	callainos	F	Chilumba	Chitande_island
cichlid6994177	Maylandia	callainos	F	Chilumba	Chitande_island
cichlid6994178	Maylandia	callainos	F	Chilumba	Chitande_island
cichlid6994180	Maylandia	callainos	F	Chilumba	Chitande_island
cichlid6994181	Maylandia	callainos	F	Chilumba	Chitande_island
cichlid6994182	Maylandia	callainos	F	Chilumba	Chitande_island
cichlid6994183	Maylandia	callainos	F	Chilumba	Chitande_island
cichlid6994184	Aulonocara	"blue orange"	M	Chilumba	Chilumba_jetty
cichlid6994185	Aulonocara	"blue orange"	M	Chilumba	Chilumba_jetty
cichlid6994186	Aulonocara	"blue orange"	M	Chilumba	Chilumba_jetty
cichlid6994187	Aulonocara	"blue orange"	M	Chilumba	Chilumba_jetty
cichlid6994188	Aulonocara	"blue orange"	M	Chilumba	Chilumba_jetty
cichlid6994189	Aulonocara	"blue orange"	M	Chilumba	Chilumba_jetty
cichlid6994190	Stigmatochromis	modestus	NA	Chilumba	Chitande_island
CICHM16429708	Taeniolethrinops	praeorbitalis	NA	Chilumba	Chiweta_beach
cichlid6994191	Labeotropheus	fuelleborni	M	Chilumba	Chitande_island
CICHM16429680	Labeotropheus	fuelleborni	M	Chilumba	Chitande_island
cichlid6994192	Labeotropheus	fuelleborni	F	Chilumba	Chitande_island
cichlid6994193	Tropheops	"olive"	M	Chilumba	Chitande_island
cichlid6994194	Tropheops	"white dorsal"	M	Chilumba	Chitande_island
CICHM16429576	Petrotilapia	genalutea	M	Chilumba	Chitande_island
cichlid6994195	Maylandia	callainos	F?	Chilumba	Chitande_island
cichlid6994196	Tropheops	"white dorsal"	F	Chilumba	Chitande_island
cichlid6994198	Tropheops	"white dorsal"	F	Chilumba	Chitande_island
cichlid6994199	Maylandia	callainos	F?	Chilumba	Chitande_island
cichlid6994200	Maylandia	callainos	F?	Chilumba	Chitande_island
cichlid6994201	Maylandia	fainzilberi	M	Chilumba	Chitande_island
cichlid6994202	Maylandia	fainzilberi	M	Chilumba	Chitande_island
CICHM16429683	Tyrannochromis	nigriventer	NA	Chilumba	Chitande_island
cichlid6994203	Protomelas	annectens	M	Chilumba	Ngara
cichlid6994204	Buccochromis	lepturus	NA	Chilumba	Ngara
cichlid6994205	Hemitaeniochromis	sp.	NA	Chilumba	Ngara
CICHM16429692	Otopharynx	decorus	F	Chilumba	Ngara
CICHM16429689	Buccochromis	rhoadesii	NA	Chilumba	Ngara
cichlid6994206	Protomelas	sp.	NA	Chilumba	Ngara
cichlid6978876	Maylandia	"lanisticola north"	M?	Chilumba	Ngara
cichlid6994207	Maylandia	"lanisticola north"	M?	Chilumba	Ngara
cichlid6994208	Maylandia	"lanisticola north"	M?	Chilumba	Ngara
cichlid6994209	Maylandia	"lanisticola north"	NA	Chilumba	Ngara
cichlid6994210	Maylandia	"lanisticola north"	NA	Chilumba	Ngara
CICHM16429587	Trematocranus	placodon	M	Chilumba	Ngara
cichlid6978877	Diplotaxodon	"big eye"	NA	Chilumba	Ngara
cichlid6994211	Taeniolethrinops	sp.	NA	Chilumba	Ngara
CICHM16429686	Tyrannochromis	macrostoma	NA	Chilumba	Chitande_island
CICHM16429662	Cheilochromis	euchilus	NA	Chilumba	Chitande_island
CICHM16429702	Fossorochromis	rostratus	NA	Chilumba	Chitande_island
CICHM16429606	Protomelas	ornatus	NA	Chilumba	Chitande_island
CICHM16429607	Protomelas	ornatus	NA	Chilumba	Chitande_island
CICHM16429660	Abactochromis	labrosus	NA	Chilumba	Chitande_island
cichlid6994212	Otopharynx	"decorus double spot"	NA	Chilumba	Ngara
cichlid6994213	Protomelas	triaenodon	NA	Chilumba	Ngara
cichlid6994214	Maylandia	"lanisticola north"	NA	Chilumba	Ngara
